   1.0.1 # v: lpa-xrd version
1.25e+13 # d: dislocation density [m^-2]
 1  1  0 # z: direction of 'l' (line vector) [uvw]
 1  1  0 # b: Burgers vector direction [uvw]
 2  0  0 # g: diffraction vector direction (hkl)
0.250000 # C: contrast coefficient [1]
0.404600 # a: cell parameter [nm]
    6400 # s: side of the region of interest [nm] PBC1
0.345000 # nu: Poisson's number [1]
     512 # nd: number of dislocations in the input file
 1000000 # np: number of random points
#    L                   cos1       err_cos1                   sin1       err_sin1                   cos2       err_cos2                   sin2       err_sin2                   cos3       err_cos3                   sin3       err_sin3                   cos4       err_cos4                   sin4       err_sin4                   cos5       err_cos5                   sin5       err_sin5                   eps2       nrpo
   5.0  9.983446429099594E-01  3.7168111E-06  4.573431820591217E-04  9.4472801E-06  9.942689329704451E-01  6.8690531E-06  9.046249800967681E-04  1.7570598E-05  9.881238854776352E-01  1.0200546E-05  1.333013442141776E-03  2.5118280E-05  9.801620469298388E-01  1.3599735E-05  1.749073955319543E-03  3.2210269E-05  9.705460029383042E-01  1.7109547E-05  2.149041929394615E-03  3.8898094E-05  5.928991092575045E-06          0
  10.0  9.940830715988263E-01  7.4310896E-06  9.050019739066524E-04  1.7670314E-05  9.799374341058300E-01  1.3971648E-05  1.750409974934031E-03  3.2264647E-05  9.591984717413375E-01  2.0962267E-05  2.522548539369478E-03  4.5247168E-05  9.330546670753422E-01  2.8219606E-05  3.197741624030080E-03  5.6816471E-05  9.024531461518785E-01  3.5657590E-05  3.744377562738196E-03  6.7071284E-05  5.349976642870265E-06          0
  15.0  9.876175692411753E-01  1.1222654E-05  1.337807206407485E-03  2.5304444E-05  9.588399240243026E-01  2.1343704E-05  2.529472760915148E-03  4.5306480E-05  9.178765243102178E-01  3.2193731E-05  3.489758727928411E-03  6.2139273E-05  8.679338667608965E-01  4.3299502E-05  4.151586882195842E-03  7.6119442E-05  8.116773883550440E-01  5.4276910E-05  4.506361885078416E-03  8.7513040E-05  5.024107572300414E-06          0
  20.0  9.791945307053873E-01  1.5071101E-05  1.757315405496684E-03  3.2474724E-05  9.321867983844355E-01  2.8905705E-05  3.203463348273164E-03  5.6917391E-05  8.674445762690612E-01  4.3544087E-05  4.145524458799920E-03  7.6154723E-05  7.915143145225252E-01  5.7984788E-05  4.549739813331638E-03  9.0811232E-05  7.097816145699226E-01  7.1415954E-05  4.415728926162921E-03  1.0159082E-04  4.792531548799231E-06          0
  25.0  9.690020419560904E-01  1.8976666E-05  2.156412567203391E-03  3.9234641E-05  9.009916483494035E-01  3.6549638E-05  3.733850044226152E-03  6.7206236E-05  8.106620522361551E-01  5.4652800E-05  4.478570054349839E-03  8.7574265E-05  7.092918765952378E-01  7.1538362E-05  4.404430393036053E-03  1.0161181E-04  6.057151028377065E-01  8.6031872E-05  3.606113046895368E-03  1.1079036E-04  4.613890066696299E-06          0
  30.0  9.572013844259876E-01  2.2927765E-05  2.528167238939724E-03  4.5615562E-05  8.661420384761394E-01  4.4170127E-05  4.132076782071568E-03  7.6258646E-05  7.498951284335317E-01  6.5215330E-05  4.520905920622207E-03  9.6692476E-05  6.257069125797976E-01  8.3470281E-05  3.810566824111065E-03  1.0928698E-04  5.060064529659067E-01  9.7709344E-05  2.292399133389171E-03  1.1652986E-04  4.468418211140306E-06          0
  35.0  9.439394735849415E-01  2.6910024E-05  2.870250406850143E-03  5.1637358E-05  8.284428101767803E-01  5.1672763E-05  4.391228992232640E-03  8.4151703E-05  6.872017511929316E-01  7.4971647E-05  4.276790268660124E-03  1.0383286E-04  5.442664473412488E-01  9.3518662E-05  2.844181090522733E-03  1.1458373E-04  4.149659086388493E-01  1.0653323E-04  7.462274815390375E-04  1.1997212E-04  4.345305060212336E-06          0
  40.0  9.293482866460825E-01  3.0911382E-05  3.179984739416517E-03  5.7315244E-05  7.886188563093303E-01  5.8967743E-05  4.517759592242645E-03  9.0969271E-05  6.243329833162128E-01  8.3741160E-05  3.783755728248252E-03  1.0932730E-04  4.675291373734756E-01  1.0167808E-04  1.656900824531098E-03  1.1813635E-04  3.349096233602881E-01  1.1288333E-04 -8.422798783373506E-04  1.2198551E-04  4.238700768332124E-06          0
  45.0  9.135614268858123E-01  3.4916477E-05  3.462506733418769E-03  6.2658015E-05  7.473559709609378E-01  6.5953578E-05  4.508771958472848E-03  9.6809615E-05  5.627261755167633E-01  9.1446269E-05  3.089383672175760E-03  1.1347936E-04  3.971038723699533E-01  1.0808614E-04  3.948127175937278E-04  1.2047430E-04  2.665999169841861E-01  1.1725869E-04 -2.322995015801296E-03  1.2315719E-04  4.144226873031360E-06          0
  50.0  8.966928613587238E-01  3.8917084E-05  3.710466597958764E-03  6.7676432E-05  7.052569169567465E-01  7.2567052E-05  4.371577548636152E-03  1.0176675E-04  5.034956222542983E-01  9.8071072E-05  2.241722602590996E-03  1.1657079E-04  3.339535499396565E-01  1.1296951E-04 -8.957175712776052E-04  1.2198931E-04  2.098461547644964E-01  1.2014916E-04 -3.591106033381994E-03  1.2385454E-04  4.059803119897289E-06          0
