   1.0.0 # v: lpa-xrd version
2.00e+14 # d: dislocation density [m^-2]
 1  1  0 # z: direction of 'l' (line vector) [uvw]
 1  1  0 # b: Burgers vector direction [uvw]
 2  0  0 # g: diffraction vector direction (hkl)
0.250000 # C: contrast coefficient [1]
0.404940 # a: cell parameter [nm]
    6400 # s: side of the region of interest [nm] PBC1
0.345000 # nu: Poisson's number [1]
    8192 # nd: number of dislocations in the input file
  200000 # np: number of random points
#    L                   cos1       err_cos1                   sin1       err_sin1                   cos2       err_cos2                   sin2       err_sin2                   cos3       err_cos3                   sin3       err_sin3                   cos4       err_cos4                   sin4       err_sin4                   cos5       err_cos5                   sin5       err_sin5                   eps2       nrpo
   5.0  9.786783056521138E-01  3.5499728E-05 -2.628040592218533E-04  7.2998075E-05  9.317585417685524E-01  7.0005095E-05 -4.519127738489591E-04  1.2524545E-04  8.694769037337298E-01  1.0469613E-04 -6.647717155813195E-04  1.6475238E-04  7.990899008309589E-01  1.3601082E-04 -9.297371687805801E-04  1.9479025E-04  7.256020776049545E-01  1.6299002E-04 -1.107270113766058E-03  2.1764608E-04  7.970127595046616E-05          0
  10.0  9.293106164292266E-01  7.3913463E-05 -4.826702849987008E-04  1.2584104E-04  7.971769107626513E-01  1.3754837E-04 -9.432952645584260E-04  1.9493561E-04  6.509974541793876E-01  1.8636102E-04 -1.366210341785125E-03  2.3502837E-04  5.132375066274101E-01  2.2059512E-04 -1.464830252051492E-03  2.5757594E-04  3.926389271380277E-01  2.4378561E-04 -1.420321982528007E-03  2.6950507E-04  7.066327496454790E-05          0
  15.0  8.639893460792147E-01  1.1042796E-04 -7.306585393053757E-04  1.6552028E-04  6.490770575733446E-01  1.8730325E-04 -1.354720375279804E-03  2.3510920E-04  4.494975005785065E-01  2.3363957E-04 -1.329413095547977E-03  2.6457723E-04  2.918946383469360E-01  2.5887437E-04 -1.085451460924396E-03  2.7535385E-04  1.787781899081053E-01  2.7123632E-04 -6.831182566819730E-04  2.7855106E-04  6.542390470519269E-05          0
  20.0  7.909116079777980E-01  1.4226901E-04 -9.997217866975876E-04  1.9553508E-04  5.102383773869623E-01  2.2157018E-04 -1.381756283366005E-03  2.5767038E-04  2.911760692520286E-01  2.5900111E-04 -9.854091588887802E-04  2.7535431E-04  1.494824931399912E-01  2.7361502E-04 -5.806124616840625E-04  2.7892743E-04  6.925789327429732E-02  2.7817406E-04  4.758386702843754E-04  2.7936389E-04  6.166880834805904E-05          0
  25.0  7.153934235351811E-01  1.6905696E-04 -1.232217967213309E-03  2.1829834E-04  3.895468220209160E-01  2.4447620E-04 -1.261224394473910E-03  2.6958202E-04  1.779099818952287E-01  2.7134498E-04 -6.423149333745213E-04  2.7853183E-04  6.905664045582410E-02  2.7815027E-04  4.532889564633995E-04  2.7939309E-04  2.268499436946880E-02  2.7917224E-04  1.532241820178160E-03  2.7961089E-04  5.870341569624789E-05          0
  30.0  6.409036731772750E-01  1.9116263E-04 -1.366602845792734E-03  2.3550828E-04  2.894917450634259E-01  2.5929206E-04 -1.003054605466345E-03  2.7536131E-04  1.025497904435732E-01  2.7663002E-04  7.488552716163626E-05  2.7927987E-04  2.877223798263645E-02  2.7913976E-04  1.316607365429353E-03  2.7954594E-04  6.396534950273162E-03  2.7925563E-04  7.206015617150278E-04  2.7969631E-04  5.625261601446551E-05          0
  35.0  5.693858325353957E-01  2.0932389E-04 -1.335359203904405E-03  2.4840289E-04  2.095591362504738E-01  2.6842801E-04 -6.085692547800794E-04  2.7791784E-04  5.581239820935682E-02  2.7854324E-04  8.348482974799047E-04  2.7947368E-04  1.071190948719486E-02  2.7922193E-04  1.218798572857150E-03  2.7969701E-04  1.578494563170963E-03  2.7931169E-04 -3.657306197189383E-04  2.7966904E-04  5.419763311907752E-05          0
  40.0  5.020788964809814E-01  2.2418199E-04 -1.280836565399384E-03  2.5791783E-04  1.478507627637895E-01  2.7377586E-04 -1.887772503578790E-04  2.7890919E-04  2.854743305430107E-02  2.7909303E-04  1.385745901045094E-03  2.7959624E-04  3.699648510043450E-03  2.7926549E-04  3.106145244883473E-04  2.7970336E-04  1.726315909697852E-04  2.7937898E-04 -9.412265187892362E-04  2.7961015E-04  5.240920800496870E-05          0
  45.0  4.396485000294824E-01  2.3629345E-04 -1.204989819391919E-03  2.6480897E-04  1.017216587578361E-01  2.7666308E-04  3.620913513554873E-04  2.7930011E-04  1.383646265949399E-02  2.7919946E-04  1.202639093403675E-03  2.7968947E-04  9.861783058557594E-04  2.7935582E-04 -4.446370003568090E-04  2.7962681E-04 -3.090031496079700E-04  2.7946671E-04 -8.130559759596059E-04  2.7952691E-04  5.083922789112105E-05          0
  50.0  3.824609189153917E-01  2.4608998E-04 -1.040070497771552E-03  2.6970295E-04  6.823653736892105E-02  2.7816398E-04  9.857157426301482E-04  2.7941875E-04  6.355658138245297E-03  2.7928090E-04  7.689465502198362E-04  2.7966901E-04  2.214756044799362E-04  2.7941256E-04 -7.802916246242947E-04  2.7957656E-04 -1.155568652650435E-03  2.7958019E-04 -1.660060740315701E-04  2.7941391E-04  4.943952804398478E-05          0
