  0.9.10 # v: lpa-ouput version
5.17E+13 # d: dislocation density [m^-2]
    real # t: A(L) transformation
       W # m: model function
      F1 # f: filter
# j Lmax[nm]    error          density[nm-2]     cut-off-radius[nm]
  1      4.5  2.0e-05  4.765180713557141e-05  4.368239816181330e+02
  1      6.0  1.4e-05  4.774715962503822e-05  4.314104721497837e+02
  1      7.5  1.1e-05  4.793869679428774e-05  4.212111296278837e+02
  1      9.0  2.1e-05  5.055808408260882e-05  3.123441917256428e+02
  1     10.5  2.1e-05  5.153580436316570e-05  2.823961823206739e+02
  1     12.0  2.0e-05  5.125989491281855e-05  2.902170644397851e+02
  1     13.5  2.1e-05  5.070752529458303e-05  3.064053437349984e+02
  1     15.0  2.9e-05  4.983020319084245e-05  3.341931769444723e+02
  1     16.5  4.4e-05  4.868755423488199e-05  3.751114401305069e+02
  1     18.0  5.8e-05  4.761566677773526e-05  4.193265427528299e+02
  1     19.5  6.6e-05  4.682534642344588e-05  4.561059825461969e+02
  1     21.0  6.9e-05  4.628676517225123e-05  4.833820951096358e+02
  1     22.5  6.8e-05  4.606784660371402e-05  4.949613240554153e+02
  1     24.0  6.9e-05  4.576921180513581e-05  5.111796624055229e+02
  1     25.5  7.0e-05  4.554204832550371e-05  5.238638530184273e+02
  1     27.0  6.8e-05  4.547756816615345e-05  5.275028692332055e+02
  1     28.5  6.6e-05  4.543855079949061e-05  5.296981336882368e+02
  1     30.0  6.4e-05  4.549696068769422e-05  5.264503209986834e+02
  1     31.5  6.4e-05  4.559958492892776e-05  5.208675519920723e+02
  1     33.0  6.4e-05  4.567671820536740e-05  5.167660540934085e+02
  1     34.5  6.2e-05  4.566716800076277e-05  5.172667321865267e+02
  1     36.0  6.2e-05  4.571731309779340e-05  5.146686168005076e+02
  1     37.5  6.6e-05  4.583734671698135e-05  5.085770950974802e+02
  1     39.0  6.9e-05  4.594085236720984e-05  5.034497959573312e+02
  1     40.5  8.3e-05  4.613001057814392e-05  4.943433982890206e+02
  1     42.0  9.5e-05  4.630363292590711e-05  4.862564165119541e+02
  1     43.5  1.0e-04  4.643477855515501e-05  4.803197796069372e+02
  1     45.0  1.1e-04  4.655742754279539e-05  4.749028493626776e+02
  1     46.5  1.1e-04  4.666508709148097e-05  4.702545962111898e+02
  1     48.0  1.2e-04  4.677660037376539e-05  4.655428651495768e+02
  1     49.5  1.3e-04  4.690272659946495e-05  4.603323352571018e+02
  1     51.0  1.4e-04  4.702243294677013e-05  4.554982389222421e+02
  1     52.5  1.4e-04  4.713211255825386e-05  4.511627166476224e+02
  1     54.0  1.5e-04  4.724891188352047e-05  4.466412491856054e+02
  1     55.5  1.6e-04  4.736843404267894e-05  4.421117010085627e+02
  1     57.0  1.7e-04  4.747211055963411e-05  4.382610843531780e+02
  1     58.5  1.8e-04  4.754177177374418e-05  4.357168858877615e+02
  1     60.0  1.8e-04  4.759903558879318e-05  4.336538601224831e+02
  1     61.5  1.8e-04  4.765458964525615e-05  4.316775016686897e+02
  1     63.0  1.8e-04  4.767605961050204e-05  4.309214757491022e+02
  1     64.5  1.8e-04  4.769749889077585e-05  4.301725258815774e+02
  1     66.0  1.7e-04  4.770873035772400e-05  4.297829894372231e+02
  1     67.5  1.7e-04  4.772315309415869e-05  4.292860890304815e+02
  1     69.0  1.7e-04  4.772672898064003e-05  4.291636362636442e+02
  1     70.5  1.7e-04  4.770526778482490e-05  4.298957767307967e+02
  1     72.0  1.7e-04  4.766482999460935e-05  4.312739035003750e+02
  1     73.5  1.8e-04  4.760135759229766e-05  4.334405933425588e+02
  1     75.0  2.1e-04  4.750406397647898e-05  4.367790012811586e+02
  2      4.5  4.5e-05  4.605703820174186e-05  2.020390081355084e+02
  2      6.0  3.3e-05  4.693370334040462e-05  1.823979243693432e+02
  2      7.5  3.7e-05  4.838575317536674e-05  1.563695061415004e+02
  2      9.0  3.7e-05  4.905123285825974e-05  1.465394440311568e+02
  2     10.5  3.3e-05  4.894983545361553e-05  1.479309940177404e+02
  2     12.0  3.5e-05  4.864234066352213e-05  1.521390255960005e+02
  2     13.5  5.2e-05  4.808579568115205e-05  1.599897363896517e+02
  2     15.0  7.3e-05  4.749552604699019e-05  1.687576405860836e+02
  2     16.5  9.7e-05  4.691285697247829e-05  1.779109692403156e+02
  2     18.0  1.1e-04  4.651535607822842e-05  1.844450254259111e+02
  2     19.5  1.1e-04  4.628004701807753e-05  1.884064211845569e+02
  2     21.0  1.1e-04  4.615026720430400e-05  1.906071678546212e+02
  2     22.5  1.1e-04  4.600677869170163e-05  1.930456014491566e+02
  2     24.0  1.2e-04  4.582720174273268e-05  1.961166133736548e+02
  2     25.5  1.3e-04  4.564969858898365e-05  1.991806321588238e+02
  2     27.0  1.4e-04  4.544952394290262e-05  2.026756881915177e+02
  2     28.5  1.8e-04  4.518238307939816e-05  2.074246325327601e+02
  2     30.0  2.1e-04  4.491689053828994e-05  2.122539149460375e+02
  2     31.5  2.7e-04  4.458617866105674e-05  2.184395516868028e+02
  2     33.0  3.4e-04  4.422180942690962e-05  2.254985770515441e+02
