4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9672432	 0.0000005	-0.0021732	 0.0000008	 0.8921155	 0.0000007	-0.0050500	 0.0000010	 0.7918429	 0.0004096	-0.0095584	 0.0006500	 0.6812837	 0.0005393	-0.0154982	 0.0007463	 0.5702359	 0.0006469	-0.0217462	 0.0008056	 0.0344076	168249
  23.6	 0.8900965	 0.0000007	-0.0047994	 0.0000010	 0.6773921	 0.0000010	-0.0150435	 0.0000012	 0.4615771	 0.0007297	-0.0262246	 0.0008398	 0.2923915	 0.0008233	-0.0287940	 0.0008721	 0.1766511	 0.0008654	-0.0189445	 0.0008807	 0.0171876	164757
  35.4	 0.7862925	 0.0000009	-0.0085534	 0.0000011	 0.4578648	 0.0000012	-0.0249151	 0.0000013	 0.2248991	 0.0008473	-0.0234774	 0.0008763	 0.1016802	 0.0008792	-0.0020421	 0.0008813	 0.0416814	 0.0008842	 0.0206435	 0.0008835	 0.0109557	161382
  47.2	 0.6702669	 0.0000010	-0.0133327	 0.0000012	 0.2861017	 0.0000013	-0.0249114	 0.0000013	 0.0998775	 0.0008765	 0.0001351	 0.0008798	 0.0297978	 0.0008818	 0.0250062	 0.0008820	 0.0099671	 0.0008822	 0.0273840	 0.0008822	 0.0076624	158071
  59.0	 0.5542246	 0.0000011	-0.0180526	 0.0000012	 0.1711310	 0.0000013	-0.0122558	 0.0000013	 0.0391274	 0.0008794	 0.0218648	 0.0008796	 0.0090168	 0.0008796	 0.0271659	 0.0008804	 0.0044817	 0.0008824	 0.0031074	 0.0008783	 0.0058799	154892
  70.8	 0.4473108	 0.0000012	-0.0203919	 0.0000013	 0.0977249	 0.0000013	 0.0053306	 0.0000013	 0.0146726	 0.0008779	 0.0312907	 0.0008775	 0.0030392	 0.0008810	 0.0070856	 0.0008754	 0.0006560	 0.0008749	 0.0011228	 0.0008815	 0.0047448	151712
  82.6	 0.3544093	 0.0000012	-0.0191092	 0.0000013	 0.0520528	 0.0000013	 0.0211860	 0.0000013	 0.0054688	 0.0008766	 0.0259931	 0.0008750	 0.0009709	 0.0008749	-0.0041171	 0.0008773	 0.0023220	 0.0008771	 0.0170617	 0.0008748	 0.0039860	148614
  94.4	 0.2771205	 0.0000012	-0.0146505	 0.0000013	 0.0250122	 0.0000013	 0.0315200	 0.0000013	 0.0011136	 0.0008765	 0.0096052	 0.0008717	 0.0012930	 0.0008726	 0.0064179	 0.0008757	 0.0019781	 0.0008774	 0.0211157	 0.0008705	 0.0033777	145694
 106.2	 0.2150608	 0.0000013	-0.0075739	 0.0000013	 0.0113525	 0.0000013	 0.0359677	 0.0000013	 0.0021843	 0.0008721	-0.0009516	 0.0008722	 0.0038208	 0.0008734	 0.0191554	 0.0008705	 0.0044947	 0.0008763	 0.0151437	 0.0008678	 0.0029103	142684
 118.0	 0.1663649	 0.0000013	 0.0012127	 0.0000013	 0.0049410	 0.0000013	 0.0325732	 0.0000013	 0.0047482	 0.0008686	 0.0030172	 0.0008719	 0.0060867	 0.0008727	 0.0234906	 0.0008673	 0.0026721	 0.0008704	 0.0085462	 0.0008701	 0.0025689	139812
