4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9598211	 0.0000005	-0.0451664	 0.0000008	 0.8638445	 0.0000008	-0.0827840	 0.0000011	 0.7356253	 0.0004497	-0.1101087	 0.0007106	 0.5957968	 0.0005943	-0.1270996	 0.0008014	 0.4595110	 0.0007067	-0.1355188	 0.0008486	 0.0330935	168249
  23.6	 0.8618192	 0.0000008	-0.0808068	 0.0000010	 0.5920701	 0.0000011	-0.1249662	 0.0000013	 0.3343041	 0.0007838	-0.1351566	 0.0008690	 0.1547221	 0.0008591	-0.1252197	 0.0008797	 0.0527627	 0.0008834	-0.1022089	 0.0008792	 0.0164699	164757
  35.4	 0.7300209	 0.0000009	-0.1057489	 0.0000012	 0.3317495	 0.0000012	-0.1341116	 0.0000013	 0.0935894	 0.0008736	-0.1135588	 0.0008768	 0.0043087	 0.0008824	-0.0706384	 0.0008828	-0.0153564	 0.0008769	-0.0269431	 0.0008919	 0.0105658	161382
  47.2	 0.5860717	 0.0000011	-0.1206464	 0.0000012	 0.1511967	 0.0000013	-0.1222937	 0.0000013	 0.0039768	 0.0008801	-0.0697153	 0.0008807	-0.0146806	 0.0008727	-0.0171602	 0.0008919	-0.0026564	 0.0008786	 0.0035817	 0.0008865	 0.0077033	158071
  59.0	 0.4476377	 0.0000012	-0.1277631	 0.0000013	 0.0510260	 0.0000013	-0.0980213	 0.0000013	-0.0157041	 0.0008703	-0.0291188	 0.0008894	-0.0031378	 0.0008759	 0.0024321	 0.0008848	-0.0071797	 0.0008812	 0.0077933	 0.0008795	 0.0061280	154892
  70.8	 0.3253670	 0.0000012	-0.1285620	 0.0000013	 0.0049108	 0.0000013	-0.0689264	 0.0000013	-0.0078045	 0.0008675	-0.0065126	 0.0008887	-0.0043813	 0.0008793	 0.0075746	 0.0008771	-0.0230811	 0.0008741	-0.0122033	 0.0008817	 0.0049765	151712
  82.6	 0.2246561	 0.0000013	-0.1235233	 0.0000013	-0.0117913	 0.0000013	-0.0420905	 0.0000013	-0.0005956	 0.0008728	 0.0029533	 0.0008794	-0.0167405	 0.0008756	-0.0057708	 0.0008764	-0.0289264	 0.0008741	-0.0102652	 0.0008774	 0.0040664	148614
  94.4	 0.1467233	 0.0000013	-0.1137946	 0.0000013	-0.0131745	 0.0000013	-0.0227323	 0.0000013	-0.0048860	 0.0008767	 0.0065813	 0.0008716	-0.0289411	 0.0008683	-0.0174366	 0.0008790	-0.0143548	 0.0008757	 0.0039719	 0.0008724	 0.0033743	145694
 106.2	 0.0899477	 0.0000013	-0.1012103	 0.0000013	-0.0081185	 0.0000013	-0.0103701	 0.0000013	-0.0125333	 0.0008748	-0.0016271	 0.0008694	-0.0294269	 0.0008726	-0.0098265	 0.0008709	-0.0008024	 0.0008721	 0.0080633	 0.0008722	 0.0028549	142684
 118.0	 0.0506529	 0.0000013	-0.0872234	 0.0000013	-0.0017806	 0.0000013	-0.0021184	 0.0000013	-0.0208749	 0.0008649	-0.0156115	 0.0008750	-0.0154346	 0.0008719	 0.0026274	 0.0008684	 0.0144121	 0.0008704	-0.0018921	 0.0008699	 0.0024965	139812
