4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9670469	 0.0000005	 0.0393041	 0.0000008	 0.8897955	 0.0000007	 0.0719698	 0.0000010	 0.7859967	 0.0004024	 0.0945939	 0.0006549	 0.6700141	 0.0005307	 0.1059575	 0.0007569	 0.5519965	 0.0006406	 0.1066227	 0.0008199	 0.0355839	168249
  23.6	 0.8883186	 0.0000007	 0.0709972	 0.0000010	 0.6672753	 0.0000010	 0.1043654	 0.0000012	 0.4369859	 0.0007294	 0.0973750	 0.0008525	 0.2520672	 0.0008406	 0.0668973	 0.0008721	 0.1272494	 0.0008864	 0.0317131	 0.0008726	 0.0179603	164757
  35.4	 0.7820980	 0.0000009	 0.0918924	 0.0000011	 0.4347709	 0.0000012	 0.0954501	 0.0000013	 0.1801410	 0.0008693	 0.0474290	 0.0008694	 0.0564369	 0.0008881	 0.0041318	 0.0008787	 0.0250934	 0.0008746	-0.0130456	 0.0008942	 0.0115323	161382
  47.2	 0.6627135	 0.0000010	 0.1010376	 0.0000012	 0.2482592	 0.0000013	 0.0639159	 0.0000013	 0.0562659	 0.0008862	 0.0037683	 0.0008761	 0.0246366	 0.0008724	-0.0114317	 0.0008919	 0.0330573	 0.0008847	 0.0049239	 0.0008794	 0.0081771	158071
  59.0	 0.5421535	 0.0000011	 0.0996237	 0.0000013	 0.1241012	 0.0000013	 0.0293973	 0.0000013	 0.0250003	 0.0008705	-0.0114564	 0.0008895	 0.0331601	 0.0008821	 0.0051152	 0.0008777	 0.0084465	 0.0008817	 0.0133925	 0.0008788	 0.0062039	154892
  70.8	 0.4282158	 0.0000012	 0.0903063	 0.0000013	 0.0550785	 0.0000013	 0.0043749	 0.0000013	 0.0308076	 0.0008733	-0.0035216	 0.0008822	 0.0157841	 0.0008799	 0.0123261	 0.0008761	-0.0195904	 0.0008799	 0.0071235	 0.0008761	 0.0049907	151712
  82.6	 0.3267672	 0.0000012	 0.0757119	 0.0000013	 0.0270826	 0.0000013	-0.0075588	 0.0000013	 0.0316010	 0.0008794	 0.0084029	 0.0008719	-0.0125148	 0.0008777	 0.0076113	 0.0008744	-0.0121824	 0.0008760	 0.0103880	 0.0008760	 0.0041776	148614
  94.4	 0.2404213	 0.0000013	 0.0592900	 0.0000013	 0.0242372	 0.0000013	-0.0092617	 0.0000013	 0.0144800	 0.0008765	 0.0111395	 0.0008716	-0.0186313	 0.0008744	 0.0081228	 0.0008736	 0.0076310	 0.0008718	 0.0097321	 0.0008764	 0.0035700	145694
 106.2	 0.1699869	 0.0000013	 0.0431710	 0.0000013	 0.0308643	 0.0000013	-0.0029728	 0.0000013	-0.0070918	 0.0008728	 0.0070181	 0.0008715	-0.0047398	 0.0008719	 0.0150264	 0.0008722	 0.0110594	 0.0008734	 0.0019120	 0.0008709	 0.0031219	142684
 118.0	 0.1155106	 0.0000013	 0.0291005	 0.0000013	 0.0340966	 0.0000013	 0.0049438	 0.0000013	-0.0178371	 0.0008721	 0.0072137	 0.0008681	 0.0088982	 0.0008696	 0.0138093	 0.0008707	 0.0031873	 0.0008709	-0.0028062	 0.0008697	 0.0027804	139812
