4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9717291	 0.0000005	 0.0007560	 0.0000007	 0.9079637	 0.0000007	 0.0007097	 0.0000010	 0.8229744	 0.0003731	-0.0002847	 0.0006096	 0.7277107	 0.0004841	-0.0021195	 0.0007144	 0.6283772	 0.0005831	-0.0046275	 0.0007860	 0.0345505	168249
  23.6	 0.9066815	 0.0000007	 0.0002768	 0.0000010	 0.7252694	 0.0000010	-0.0027152	 0.0000012	 0.5275922	 0.0006685	-0.0082438	 0.0008300	 0.3534338	 0.0007838	-0.0127907	 0.0008735	 0.2184821	 0.0008440	-0.0128982	 0.0008869	 0.0180457	164757
  35.4	 0.8196972	 0.0000009	-0.0008283	 0.0000011	 0.5259137	 0.0000011	-0.0086381	 0.0000013	 0.2780692	 0.0008183	-0.0147309	 0.0008803	 0.1235175	 0.0008672	-0.0090990	 0.0008887	 0.0439306	 0.0008765	 0.0047185	 0.0008914	 0.0117742	161382
  47.2	 0.7211332	 0.0000010	-0.0028078	 0.0000012	 0.3493647	 0.0000012	-0.0143905	 0.0000013	 0.1214306	 0.0008655	-0.0110455	 0.0008863	 0.0283056	 0.0008752	 0.0082121	 0.0008890	-0.0005774	 0.0008817	 0.0171667	 0.0008831	 0.0085464	158071
  59.0	 0.6193377	 0.0000011	-0.0058490	 0.0000012	 0.2132368	 0.0000013	-0.0169775	 0.0000013	 0.0418270	 0.0008723	 0.0013152	 0.0008868	-0.0014441	 0.0008794	 0.0166818	 0.0008811	-0.0103320	 0.0008837	 0.0010509	 0.0008770	 0.0067506	154892
  70.8	 0.5201661	 0.0000011	-0.0098114	 0.0000013	 0.1194832	 0.0000013	-0.0133671	 0.0000013	 0.0066479	 0.0008738	 0.0123800	 0.0008824	-0.0110952	 0.0008829	 0.0054820	 0.0008734	-0.0139691	 0.0008796	-0.0103309	 0.0008766	 0.0055791	151712
  82.6	 0.4279761	 0.0000012	-0.0132043	 0.0000013	 0.0610380	 0.0000013	-0.0057030	 0.0000013	-0.0090407	 0.0008795	 0.0118837	 0.0008726	-0.0150884	 0.0008771	-0.0093759	 0.0008749	-0.0099497	 0.0008789	 0.0001193	 0.0008732	 0.0047414	148614
  94.4	 0.3452240	 0.0000012	-0.0169205	 0.0000013	 0.0264230	 0.0000013	 0.0018396	 0.0000013	-0.0164550	 0.0008804	 0.0003654	 0.0008677	-0.0156805	 0.0008774	-0.0077476	 0.0008707	 0.0037446	 0.0008744	 0.0043942	 0.0008739	 0.0041785	145694
 106.2	 0.2733163	 0.0000012	-0.0190765	 0.0000013	 0.0052786	 0.0000013	 0.0057113	 0.0000013	-0.0191915	 0.0008733	-0.0107703	 0.0008706	-0.0095048	 0.0008755	 0.0014787	 0.0008687	 0.0174627	 0.0008720	-0.0031175	 0.0008721	 0.0037138	142684
 118.0	 0.2120450	 0.0000012	-0.0206884	 0.0000013	-0.0092823	 0.0000013	 0.0039368	 0.0000013	-0.0189723	 0.0008701	-0.0126300	 0.0008700	 0.0013941	 0.0008694	 0.0042531	 0.0008711	 0.0158187	 0.0008681	-0.0096412	 0.0008721	 0.0033336	139812
 129.8	 0.1608150	 0.0000012	-0.0213589	 0.0000013	-0.0199342	 0.0000013	-0.0011650	 0.0000013	-0.0162697	 0.0008715	-0.0068304	 0.0008649	 0.0134254	 0.0008660	 0.0002970	 0.0008705	 0.0035851	 0.0008680	-0.0096497	 0.0008686	 0.0030200	136913
 141.6	 0.1190701	 0.0000012	-0.0208724	 0.0000013	-0.0268483	 0.0000013	-0.0082544	 0.0000013	-0.0101480	 0.0008686	 0.0010732	 0.0008643	 0.0177117	 0.0008655	-0.0071302	 0.0008672	 0.0032502	 0.0008649	-0.0023645	 0.0008680	 0.0027674	134048
 153.4	 0.0860673	 0.0000012	-0.0199561	 0.0000013	-0.0303848	 0.0000013	-0.0134856	 0.0000013	-0.0023959	 0.0008641	 0.0050113	 0.0008652	 0.0139532	 0.0008633	-0.0112167	 0.0008657	 0.0133168	 0.0008652	 0.0066090	 0.0008639	 0.0025459	131222
 165.2	 0.0599774	 0.0000012	-0.0189534	 0.0000013	-0.0305923	 0.0000013	-0.0145550	 0.0000012	 0.0053209	 0.0008608	 0.0028649	 0.0008651	 0.0100466	 0.0008631	-0.0097462	 0.0008627	 0.0146048	 0.0008609	 0.0089596	 0.0008648	 0.0023281	128625
 177.0	 0.0397068	 0.0000012	-0.0181255	 0.0000013	-0.0284237	 0.0000013	-0.0115331	 0.0000012	 0.0125200	 0.0008586	-0.0010139	 0.0008639	 0.0112458	 0.0008601	-0.0052688	 0.0008624	 0.0065129	 0.0008600	 0.0017484	 0.0008627	 0.0021130	126053
