4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9637334	 0.0000005	-0.0504951	 0.0000008	 0.8793133	 0.0000007	-0.0902721	 0.0000010	 0.7672440	 0.0004319	-0.1140742	 0.0006663	 0.6450415	 0.0005660	-0.1208323	 0.0007621	 0.5242046	 0.0006737	-0.1136334	 0.0008208	 0.0349095	168249
  23.6	 0.8770762	 0.0000007	-0.0874336	 0.0000010	 0.6414256	 0.0000011	-0.1169201	 0.0000012	 0.4094601	 0.0007524	-0.0933472	 0.0008547	 0.2347998	 0.0008380	-0.0500522	 0.0008839	 0.1210806	 0.0008723	-0.0106960	 0.0008888	 0.0167955	164757
  35.4	 0.7618920	 0.0000009	-0.1065848	 0.0000011	 0.4069296	 0.0000012	-0.0911194	 0.0000013	 0.1679127	 0.0008586	-0.0282287	 0.0008850	 0.0535762	 0.0008799	 0.0125909	 0.0008871	 0.0096356	 0.0008775	 0.0197435	 0.0008917	 0.0107152	161382
  47.2	 0.6356216	 0.0000011	-0.1092161	 0.0000012	 0.2291290	 0.0000013	-0.0486255	 0.0000013	 0.0528646	 0.0008778	 0.0115572	 0.0008847	 0.0039292	 0.0008754	 0.0171885	 0.0008894	-0.0011468	 0.0008771	-0.0022754	 0.0008879	 0.0082696	158071
  59.0	 0.5117836	 0.0000011	-0.0992189	 0.0000013	 0.1160461	 0.0000013	-0.0121878	 0.0000013	 0.0099264	 0.0008713	 0.0189468	 0.0008890	 0.0004608	 0.0008755	-0.0032399	 0.0008853	-0.0067314	 0.0008760	-0.0211085	 0.0008844	 0.0067182	154892
  70.8	 0.3987602	 0.0000012	-0.0818815	 0.0000013	 0.0514641	 0.0000013	 0.0086878	 0.0000013	 0.0004841	 0.0008729	 0.0072554	 0.0008834	-0.0034833	 0.0008735	-0.0180325	 0.0008826	-0.0207215	 0.0008759	-0.0154294	 0.0008799	 0.0056703	151712
  82.6	 0.3006339	 0.0000012	-0.0616618	 0.0000013	 0.0173071	 0.0000013	 0.0143463	 0.0000013	 0.0007975	 0.0008712	-0.0088835	 0.0008809	-0.0183627	 0.0008708	-0.0171474	 0.0008808	-0.0144086	 0.0008775	-0.0094342	 0.0008745	 0.0048291	148614
  94.4	 0.2190350	 0.0000013	-0.0424535	 0.0000013	 0.0034553	 0.0000013	 0.0102856	 0.0000013	-0.0052088	 0.0008684	-0.0182302	 0.0008796	-0.0202915	 0.0008736	-0.0083776	 0.0008744	-0.0124848	 0.0008731	 0.0016709	 0.0008751	 0.0041701	145694
 106.2	 0.1531003	 0.0000013	-0.0266350	 0.0000013	 0.0005281	 0.0000013	 0.0012613	 0.0000013	-0.0174412	 0.0008646	-0.0173455	 0.0008792	-0.0132070	 0.0008734	-0.0036547	 0.0008708	-0.0119472	 0.0008703	 0.0128000	 0.0008738	 0.0036581	142684
 118.0	 0.1011001	 0.0000013	-0.0144533	 0.0000013	 0.0011033	 0.0000013	-0.0095201	 0.0000013	-0.0236789	 0.0008648	-0.0095314	 0.0008751	-0.0119053	 0.0008684	 0.0045176	 0.0008719	-0.0124072	 0.0008677	 0.0139623	 0.0008725	 0.0032784	139812
 129.8	 0.0621440	 0.0000013	-0.0065113	 0.0000013	-0.0010767	 0.0000013	-0.0171037	 0.0000013	-0.0202807	 0.0008685	-0.0029653	 0.0008679	-0.0097524	 0.0008688	 0.0104134	 0.0008678	-0.0170651	 0.0008661	 0.0135073	 0.0008702	 0.0029630	136913
 141.6	 0.0344638	 0.0000013	-0.0014608	 0.0000013	-0.0081403	 0.0000013	-0.0215368	 0.0000013	-0.0161897	 0.0008680	-0.0007975	 0.0008648	-0.0127011	 0.0008663	 0.0117014	 0.0008664	-0.0126923	 0.0008651	 0.0129609	 0.0008675	 0.0027090	134048
 153.4	 0.0164712	 0.0000013	 0.0000489	 0.0000013	-0.0191587	 0.0000013	-0.0206033	 0.0000013	-0.0158432	 0.0008643	 0.0048780	 0.0008648	-0.0158156	 0.0008621	 0.0120955	 0.0008668	 0.0015919	 0.0008660	 0.0102000	 0.0008633	 0.0025056	131222
 165.2	 0.0061640	 0.0000012	-0.0002795	 0.0000013	-0.0292909	 0.0000012	-0.0140244	 0.0000013	-0.0150906	 0.0008651	 0.0097619	 0.0008606	-0.0146414	 0.0008626	 0.0116114	 0.0008631	 0.0080451	 0.0008647	 0.0018814	 0.0008612	 0.0023354	128625
 177.0	 0.0013694	 0.0000012	-0.0021284	 0.0000013	-0.0344215	 0.0000012	-0.0047090	 0.0000012	-0.0161046	 0.0008666	 0.0109650	 0.0008557	-0.0067330	 0.0008600	 0.0108159	 0.0008626	-0.0015856	 0.0008584	-0.0032623	 0.0008642	 0.0022000	126053
 188.8	 0.0007127	 0.0000012	-0.0051983	 0.0000013	-0.0336281	 0.0000012	 0.0029533	 0.0000012	-0.0164779	 0.0008611	 0.0107473	 0.0008579	 0.0059442	 0.0008614	 0.0081903	 0.0008579	-0.0026890	 0.0008585	-0.0013400	 0.0008608	 0.0020751	123467
 200.6	 0.0017248	 0.0000012	-0.0085089	 0.0000012	-0.0293994	 0.0000012	 0.0073306	 0.0000012	-0.0155011	 0.0008564	 0.0089543	 0.0008594	 0.0096647	 0.0008599	 0.0031250	 0.0008561	 0.0079347	 0.0008592	-0.0005892	 0.0008568	 0.0019587	120870
 212.4	 0.0018940	 0.0000012	-0.0118209	 0.0000012	-0.0261588	 0.0000012	 0.0082547	 0.0000012	-0.0169348	 0.0008569	 0.0070103	 0.0008557	 0.0053075	 0.0008566	 0.0016927	 0.0008562	 0.0096808	 0.0008579	 0.0044527	 0.0008549	 0.0018519	118292
 224.2	 0.0011955	 0.0000012	-0.0150698	 0.0000012	-0.0253552	 0.0000012	 0.0076767	 0.0000012	-0.0155860	 0.0008554	 0.0087603	 0.0008540	-0.0019183	 0.0008530	 0.0041980	 0.0008566	 0.0021320	 0.0008540	 0.0098537	 0.0008556	 0.0017508	115761
 236.0	-0.0005093	 0.0000012	-0.0185518	 0.0000012	-0.0263147	 0.0000012	 0.0070927	 0.0000012	-0.0065492	 0.0008528	 0.0104382	 0.0008536	-0.0031648	 0.0008535	 0.0098748	 0.0008529	 0.0031354	 0.0008514	 0.0060661	 0.0008551	 0.0016471	113222
 247.8	-0.0032778	 0.0000012	-0.0217641	 0.0000012	-0.0265615	 0.0000012	 0.0069348	 0.0000012	 0.0051045	 0.0008526	 0.0076609	 0.0008508	 0.0046680	 0.0008529	 0.0109166	 0.0008505	 0.0001742	 0.0008511	 0.0036280	 0.0008524	 0.0015487	110804
 259.6	-0.0071467	 0.0000012	-0.0237281	 0.0000012	-0.0243955	 0.0000012	 0.0058288	 0.0000012	 0.0106945	 0.0008510	 0.0041440	 0.0008494	 0.0070577	 0.0008492	 0.0069640	 0.0008511	-0.0060946	 0.0008499	 0.0002816	 0.0008505	 0.0014690	108312
 271.4	-0.0116955	 0.0000012	-0.0250577	 0.0000012	-0.0204574	 0.0000012	 0.0021947	 0.0000012	 0.0116312	 0.0008518	 0.0021346	 0.0008455	 0.0017093	 0.0008473	 0.0031039	 0.0008502	-0.0107171	 0.0008484	 0.0026684	 0.0008489	 0.0013935	105892
 283.2	-0.0168151	 0.0000012	-0.0240846	 0.0000012	-0.0177431	 0.0000012	-0.0021072	 0.0000012	 0.0124897	 0.0008496	 0.0022928	 0.0008449	-0.0005682	 0.0008475	 0.0004822	 0.0008472	-0.0044490	 0.0008484	 0.0037946	 0.0008462	 0.0013203	103567
 295.0	-0.0220392	 0.0000012	-0.0215198	 0.0000012	-0.0171020	 0.0000012	-0.0032368	 0.0000012	 0.0115646	 0.0008478	 0.0033971	 0.0008439	-0.0002893	 0.0008483	-0.0014497	 0.0008435	-0.0011108	 0.0008443	 0.0017396	 0.0008475	 0.0012521	101248
 306.8	-0.0268331	 0.0000012	-0.0173318	 0.0000012	-0.0168890	 0.0000012	-0.0003126	 0.0000012	 0.0099789	 0.0008454	 0.0037836	 0.0008436	-0.0033089	 0.0008445	 0.0005675	 0.0008446	 0.0019863	 0.0008437	 0.0025942	 0.0008454	 0.0011858	99031
 318.6	-0.0296087	 0.0000012	-0.0120827	 0.0000012	-0.0149435	 0.0000012	 0.0038102	 0.0000012	 0.0081087	 0.0008414	 0.0036923	 0.0008450	-0.0047930	 0.0008408	 0.0056471	 0.0008456	 0.0039931	 0.0008431	-0.0034341	 0.0008433	 0.0011259	96804
 330.4	-0.0307274	 0.0000012	-0.0066014	 0.0000012	-0.0128987	 0.0000012	 0.0036517	 0.0000012	 0.0058040	 0.0008393	 0.0037357	 0.0008445	-0.0029944	 0.0008387	 0.0080536	 0.0008451	 0.0016667	 0.0008421	-0.0051026	 0.0008418	 0.0010705	94617
 342.2	-0.0289460	 0.0000012	-0.0011887	 0.0000012	-0.0118833	 0.0000012	-0.0010436	 0.0000012	 0.0029081	 0.0008398	 0.0022104	 0.0008414	 0.0006763	 0.0008393	 0.0051140	 0.0008419	-0.0013190	 0.0008415	-0.0000851	 0.0008398	 0.0010187	92414
 354.0	-0.0254985	 0.0000012	 0.0037351	 0.0000012	-0.0117636	 0.0000012	-0.0074119	 0.0000012	-0.0008904	 0.0008392	-0.0014742	 0.0008395	-0.0010098	 0.0008395	 0.0044390	 0.0008393	 0.0012888	 0.0008403	 0.0070970	 0.0008384	 0.0009751	90336
 365.8	-0.0214334	 0.0000012	 0.0077405	 0.0000012	-0.0110364	 0.0000012	-0.0115891	 0.0000012	-0.0029297	 0.0008378	-0.0053410	 0.0008386	-0.0035646	 0.0008373	 0.0038016	 0.0008390	 0.0005484	 0.0008378	 0.0056795	 0.0008386	 0.0009334	88296
 377.6	-0.0169648	 0.0000012	 0.0105245	 0.0000012	-0.0089784	 0.0000012	-0.0132680	 0.0000012	-0.0009193	 0.0008378	-0.0061519	 0.0008360	-0.0060862	 0.0008374	 0.0004170	 0.0008364	-0.0049010	 0.0008359	 0.0036017	 0.0008379	 0.0008960	86160
 389.4	-0.0129522	 0.0000012	 0.0121307	 0.0000012	-0.0044177	 0.0000012	-0.0138423	 0.0000012	 0.0040473	 0.0008373	-0.0074083	 0.0008341	-0.0081752	 0.0008341	-0.0017030	 0.0008373	-0.0027412	 0.0008361	 0.0022917	 0.0008353	 0.0008638	84101
 401.2	-0.0083259	 0.0000012	 0.0129764	 0.0000012	 0.0021716	 0.0000012	-0.0144863	 0.0000012	 0.0074545	 0.0008332	-0.0121432	 0.0008358	-0.0082937	 0.0008337	-0.0040726	 0.0008353	 0.0049184	 0.0008351	 0.0000231	 0.0008339	 0.0008323	82085
 413.0	-0.0025991	 0.0000012	 0.0136482	 0.0000012	 0.0067227	 0.0000012	-0.0145449	 0.0000012	 0.0056737	 0.0008329	-0.0157980	 0.0008336	-0.0071785	 0.0008320	-0.0069568	 0.0008347	 0.0029634	 0.0008333	-0.0080441	 0.0008334	 0.0008034	80126
 424.8	 0.0046012	 0.0000012	 0.0140017	 0.0000012	 0.0081727	 0.0000012	-0.0117942	 0.0000012	 0.0039394	 0.0008347	-0.0147516	 0.0008297	-0.0054166	 0.0008318	-0.0053483	 0.0008327	-0.0050552	 0.0008315	-0.0116271	 0.0008329	 0.0007723	78190
 436.6	 0.0134999	 0.0000012	 0.0137366	 0.0000012	 0.0084010	 0.0000012	-0.0055078	 0.0000012	 0.0054700	 0.0008339	-0.0090546	 0.0008284	-0.0033666	 0.0008323	-0.0027001	 0.0008301	-0.0032594	 0.0008288	-0.0054783	 0.0008336	 0.0007423	76289
 448.4	 0.0231102	 0.0000012	 0.0131400	 0.0000012	 0.0114962	 0.0000012	 0.0025320	 0.0000012	 0.0077950	 0.0008328	 0.0006257	 0.0008274	 0.0004861	 0.0008318	 0.0012093	 0.0008284	 0.0011830	 0.0008305	 0.0013328	 0.0008298	 0.0007146	74424
 460.2	 0.0330003	 0.0000012	 0.0121039	 0.0000012	 0.0181239	 0.0000012	 0.0090938	 0.0000012	 0.0082478	 0.0008293	 0.0104969	 0.0008287	-0.0000310	 0.0008299	 0.0056224	 0.0008282	 0.0019503	 0.0008309	 0.0071266	 0.0008272	 0.0006867	72586
