4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9580414	 0.0000005	 0.0735596	 0.0000008	 0.8586487	 0.0000008	 0.1324255	 0.0000010	 0.7264470	 0.0004633	 0.1689223	 0.0006984	 0.5837526	 0.0006136	 0.1820494	 0.0007839	 0.4466563	 0.0007300	 0.1756319	 0.0008279	 0.0325461	168249
  23.6	 0.8565733	 0.0000008	 0.1285881	 0.0000010	 0.5813177	 0.0000011	 0.1767237	 0.0000012	 0.3239043	 0.0008075	 0.1507149	 0.0008492	 0.1555677	 0.0008721	 0.0987604	 0.0008719	 0.0719358	 0.0008850	 0.0568697	 0.0008819	 0.0160560	164757
  35.4	 0.7220950	 0.0000010	 0.1590901	 0.0000012	 0.3226963	 0.0000013	 0.1458777	 0.0000013	 0.1034813	 0.0008788	 0.0744198	 0.0008764	 0.0375745	 0.0008880	 0.0364007	 0.0008792	 0.0191725	 0.0008840	 0.0245705	 0.0008848	 0.0108882	161382
  47.2	 0.5770366	 0.0000011	 0.1653705	 0.0000012	 0.1534751	 0.0000013	 0.0936178	 0.0000013	 0.0369906	 0.0008851	 0.0374122	 0.0008776	 0.0146125	 0.0008824	 0.0222532	 0.0008821	 0.0047060	 0.0008900	 0.0082371	 0.0008750	 0.0082169	158071
  59.0	 0.4395971	 0.0000012	 0.1533999	 0.0000013	 0.0697003	 0.0000013	 0.0559148	 0.0000013	 0.0196490	 0.0008787	 0.0246948	 0.0008812	 0.0049249	 0.0008878	 0.0066347	 0.0008728	 0.0066666	 0.0008882	 0.0041090	 0.0008724	 0.0067515	154892
  70.8	 0.3206318	 0.0000012	 0.1311277	 0.0000013	 0.0371463	 0.0000013	 0.0369598	 0.0000013	 0.0087883	 0.0008839	 0.0124895	 0.0008723	 0.0064767	 0.0008847	 0.0024123	 0.0008717	-0.0046855	 0.0008826	 0.0014885	 0.0008738	 0.0058016	151712
  82.6	 0.2244901	 0.0000013	 0.1057593	 0.0000013	 0.0241517	 0.0000013	 0.0283649	 0.0000013	 0.0054095	 0.0008811	 0.0017743	 0.0008711	-0.0020473	 0.0008792	 0.0047208	 0.0008731	 0.0091890	 0.0008750	 0.0029973	 0.0008771	 0.0050851	148614
  94.4	 0.1520266	 0.0000013	 0.0824446	 0.0000013	 0.0147626	 0.0000013	 0.0202061	 0.0000013	 0.0060134	 0.0008801	 0.0003146	 0.0008682	-0.0053363	 0.0008788	 0.0008315	 0.0008694	 0.0162753	 0.0008737	 0.0162962	 0.0008742	 0.0045021	145694
 106.2	 0.1011311	 0.0000013	 0.0640331	 0.0000013	 0.0079669	 0.0000013	 0.0100349	 0.0000013	 0.0003708	 0.0008746	 0.0039419	 0.0008697	 0.0115449	 0.0008718	 0.0044797	 0.0008724	 0.0064254	 0.0008732	 0.0038902	 0.0008711	 0.0040480	142684
 118.0	 0.0682668	 0.0000013	 0.0511272	 0.0000013	 0.0066276	 0.0000013	 0.0007932	 0.0000013	-0.0066989	 0.0008731	 0.0034064	 0.0008674	 0.0155016	 0.0008674	 0.0143542	 0.0008728	 0.0127568	 0.0008741	-0.0003631	 0.0008662	 0.0036874	139812
 129.8	 0.0485224	 0.0000013	 0.0427856	 0.0000013	 0.0100083	 0.0000013	-0.0027780	 0.0000013	-0.0018913	 0.0008733	-0.0007365	 0.0008634	 0.0079273	 0.0008686	 0.0087266	 0.0008680	 0.0012642	 0.0008698	 0.0041960	 0.0008669	 0.0033893	136913
 141.6	 0.0379071	 0.0000013	 0.0380061	 0.0000013	 0.0121290	 0.0000013	-0.0007896	 0.0000013	 0.0140055	 0.0008709	 0.0031738	 0.0008619	 0.0054968	 0.0008692	 0.0001917	 0.0008638	 0.0110992	 0.0008663	-0.0029288	 0.0008666	 0.0030949	134048
 153.4	 0.0316220	 0.0000013	 0.0345634	 0.0000013	 0.0081085	 0.0000013	 0.0029068	 0.0000013	 0.0199118	 0.0008652	 0.0111479	 0.0008637	 0.0009045	 0.0008666	 0.0029793	 0.0008627	 0.0129460	 0.0008642	 0.0035493	 0.0008650	 0.0028500	131222
 165.2	 0.0268844	 0.0000013	 0.0306316	 0.0000013	 0.0003217	 0.0000013	 0.0042700	 0.0000013	 0.0124306	 0.0008635	 0.0098690	 0.0008622	-0.0011890	 0.0008645	-0.0009394	 0.0008614	 0.0070648	 0.0008653	-0.0018043	 0.0008606	 0.0026501	128625
 177.0	 0.0220212	 0.0000012	 0.0250080	 0.0000012	-0.0050884	 0.0000013	 0.0027717	 0.0000012	 0.0034219	 0.0008624	 0.0033078	 0.0008602	 0.0083668	 0.0008590	-0.0046146	 0.0008636	 0.0128270	 0.0008604	 0.0029400	 0.0008621	 0.0024751	126053
 188.8	 0.0171704	 0.0000012	 0.0179851	 0.0000012	-0.0030508	 0.0000012	-0.0000978	 0.0000012	-0.0043535	 0.0008621	 0.0008095	 0.0008572	 0.0081721	 0.0008588	 0.0004867	 0.0008605	 0.0025529	 0.0008581	 0.0052199	 0.0008613	 0.0023175	123467
 200.6	 0.0125365	 0.0000012	 0.0097567	 0.0000012	 0.0057788	 0.0000012	-0.0012270	 0.0000012	-0.0112261	 0.0008579	 0.0014941	 0.0008581	-0.0006132	 0.0008585	 0.0030599	 0.0008575	 0.0028732	 0.0008557	 0.0020479	 0.0008603	 0.0021822	120870
 212.4	 0.0090928	 0.0000012	 0.0005944	 0.0000012	 0.0147930	 0.0000012	 0.0006625	 0.0000012	-0.0137039	 0.0008533	 0.0012568	 0.0008593	-0.0019757	 0.0008542	 0.0017504	 0.0008587	 0.0091783	 0.0008542	 0.0007044	 0.0008585	 0.0020509	118292
 224.2	 0.0065286	 0.0000012	-0.0081195	 0.0000012	 0.0187636	 0.0000012	 0.0060292	 0.0000012	-0.0080491	 0.0008559	 0.0000738	 0.0008537	-0.0029629	 0.0008526	 0.0014476	 0.0008570	 0.0095906	 0.0008551	-0.0040988	 0.0008545	 0.0019337	115761
 236.0	 0.0062048	 0.0000012	-0.0159694	 0.0000012	 0.0151771	 0.0000012	 0.0108901	 0.0000012	-0.0031781	 0.0008549	 0.0001750	 0.0008516	-0.0072399	 0.0008537	 0.0032019	 0.0008528	 0.0089768	 0.0008546	 0.0032943	 0.0008519	 0.0018164	113222
 247.8	 0.0085378	 0.0000012	-0.0222324	 0.0000012	 0.0063540	 0.0000012	 0.0116826	 0.0000012	-0.0082826	 0.0008513	 0.0024410	 0.0008522	-0.0070119	 0.0008503	 0.0043857	 0.0008532	-0.0049602	 0.0008517	 0.0037314	 0.0008517	 0.0017143	110804
 259.6	 0.0125515	 0.0000012	-0.0268376	 0.0000012	-0.0039790	 0.0000012	 0.0075241	 0.0000012	-0.0151574	 0.0008501	 0.0038553	 0.0008501	-0.0048434	 0.0008509	 0.0021895	 0.0008496	 0.0029398	 0.0008500	-0.0038343	 0.0008504	 0.0016248	108312
 271.4	 0.0182637	 0.0000012	-0.0296635	 0.0000012	-0.0115970	 0.0000012	 0.0031228	 0.0000012	-0.0142219	 0.0008492	-0.0008391	 0.0008481	-0.0025316	 0.0008472	-0.0002914	 0.0008503	 0.0130079	 0.0008466	 0.0016431	 0.0008507	 0.0015456	105892
 283.2	 0.0244352	 0.0000012	-0.0307668	 0.0000012	-0.0149439	 0.0000012	 0.0012553	 0.0000012	-0.0074610	 0.0008446	-0.0070490	 0.0008500	-0.0003594	 0.0008458	 0.0001504	 0.0008489	 0.0047985	 0.0008475	 0.0032102	 0.0008471	 0.0014664	103567
 295.0	 0.0286745	 0.0000012	-0.0298660	 0.0000012	-0.0150416	 0.0000012	 0.0003137	 0.0000012	-0.0022123	 0.0008459	-0.0079144	 0.0008459	-0.0014500	 0.0008437	 0.0025992	 0.0008481	 0.0015730	 0.0008456	-0.0016775	 0.0008462	 0.0013982	101248
