4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9668426	 0.0000005	 0.0420297	 0.0000008	 0.8899987	 0.0000007	 0.0782239	 0.0000010	 0.7868086	 0.0004009	 0.1048142	 0.0006518	 0.6713225	 0.0005279	 0.1209167	 0.0007535	 0.5535013	 0.0006371	 0.1259784	 0.0008167	 0.0325464	168249
  23.6	 0.8886420	 0.0000007	 0.0758964	 0.0000010	 0.6690060	 0.0000010	 0.1172093	 0.0000012	 0.4379978	 0.0007256	 0.1176092	 0.0008509	 0.2512796	 0.0008356	 0.0883651	 0.0008742	 0.1242110	 0.0008775	 0.0474742	 0.0008811	 0.0155504	164757
  35.4	 0.7829846	 0.0000009	 0.0989325	 0.0000011	 0.4360337	 0.0000012	 0.1148253	 0.0000013	 0.1772172	 0.0008619	 0.0666520	 0.0008757	 0.0508733	 0.0008790	 0.0132780	 0.0008882	 0.0142240	 0.0008787	-0.0100410	 0.0008907	 0.0094698	161382
  47.2	 0.6639033	 0.0000010	 0.1110392	 0.0000012	 0.2459652	 0.0000013	 0.0850117	 0.0000013	 0.0475503	 0.0008765	 0.0133083	 0.0008864	 0.0099680	 0.0008784	-0.0087658	 0.0008865	 0.0069107	 0.0008775	 0.0042887	 0.0008875	 0.0066739	158071
  59.0	 0.5429671	 0.0000011	 0.1129324	 0.0000013	 0.1159775	 0.0000013	 0.0463923	 0.0000013	 0.0084018	 0.0008733	-0.0063658	 0.0008873	 0.0046654	 0.0008751	 0.0045241	 0.0008856	-0.0146356	 0.0008732	 0.0130629	 0.0008871	 0.0052548	154892
  70.8	 0.4279961	 0.0000012	 0.1065630	 0.0000013	 0.0409296	 0.0000013	 0.0150695	 0.0000013	 0.0031847	 0.0008776	-0.0004913	 0.0008788	-0.0105635	 0.0008693	 0.0129520	 0.0008868	-0.0149270	 0.0008781	 0.0011161	 0.0008781	 0.0043948	151712
  82.6	 0.3240521	 0.0000012	 0.0939508	 0.0000013	 0.0071504	 0.0000013	-0.0004868	 0.0000013	-0.0010525	 0.0008694	 0.0092202	 0.0008827	-0.0165777	 0.0008746	 0.0058876	 0.0008774	-0.0010801	 0.0008775	-0.0012765	 0.0008747	 0.0036465	148614
  94.4	 0.2335492	 0.0000012	 0.0778759	 0.0000013	-0.0019304	 0.0000013	-0.0028719	 0.0000013	-0.0106279	 0.0008652	 0.0101123	 0.0008829	-0.0062849	 0.0008752	-0.0023846	 0.0008731	-0.0069024	 0.0008734	 0.0015902	 0.0008749	 0.0030014	145694
 106.2	 0.1582823	 0.0000013	 0.0607683	 0.0000013	 0.0000915	 0.0000013	 0.0007951	 0.0000013	-0.0167345	 0.0008673	 0.0052423	 0.0008768	 0.0018332	 0.0008741	 0.0006361	 0.0008702	-0.0175414	 0.0008698	-0.0048999	 0.0008743	 0.0025163	142684
 118.0	 0.0985350	 0.0000013	 0.0445816	 0.0000013	 0.0013509	 0.0000013	 0.0042113	 0.0000013	-0.0134209	 0.0008688	 0.0001789	 0.0008715	-0.0017266	 0.0008699	 0.0018650	 0.0008706	-0.0189123	 0.0008670	-0.0091741	 0.0008731	 0.0021661	139812
