4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9669343	 0.0000005	-0.0018826	 0.0000008	 0.8916119	 0.0000007	 0.0015808	 0.0000010	 0.7943208	 0.0004264	 0.0108569	 0.0006341	 0.6904410	 0.0005431	 0.0227878	 0.0007298	 0.5881650	 0.0006377	 0.0326836	 0.0007918	 0.0355960	168249
  23.6	 0.8900050	 0.0000008	 0.0019967	 0.0000010	 0.6879183	 0.0000010	 0.0223757	 0.0000012	 0.4885266	 0.0007167	 0.0381446	 0.0008262	 0.3235816	 0.0008130	 0.0414709	 0.0008635	 0.2043063	 0.0008580	 0.0392968	 0.0008774	 0.0183502	164757
  35.4	 0.7899131	 0.0000009	 0.0115686	 0.0000011	 0.4861421	 0.0000012	 0.0374615	 0.0000013	 0.2542900	 0.0008388	 0.0404170	 0.0008709	 0.1289443	 0.0008750	 0.0306395	 0.0008791	 0.0641090	 0.0008857	 0.0131570	 0.0008802	 0.0119041	161382
  47.2	 0.6822864	 0.0000010	 0.0225449	 0.0000012	 0.3176642	 0.0000013	 0.0390969	 0.0000013	 0.1269319	 0.0008735	 0.0289498	 0.0008766	 0.0490493	 0.0008844	 0.0086208	 0.0008785	 0.0169001	 0.0008815	 0.0053442	 0.0008834	 0.0083824	158071
  59.0	 0.5761507	 0.0000011	 0.0308767	 0.0000012	 0.1971542	 0.0000013	 0.0346457	 0.0000013	 0.0628096	 0.0008818	 0.0099526	 0.0008754	 0.0170906	 0.0008792	 0.0061175	 0.0008812	 0.0115887	 0.0008792	 0.0017917	 0.0008814	 0.0063852	154892
  70.8	 0.4767214	 0.0000012	 0.0341858	 0.0000013	 0.1243227	 0.0000013	 0.0245130	 0.0000013	 0.0277556	 0.0008778	 0.0051293	 0.0008780	 0.0104679	 0.0008774	 0.0034406	 0.0008789	 0.0102458	 0.0008786	-0.0036635	 0.0008777	 0.0051292	151712
  82.6	 0.3859013	 0.0000012	 0.0339724	 0.0000013	 0.0788386	 0.0000013	 0.0114979	 0.0000013	 0.0139396	 0.0008731	 0.0040843	 0.0008789	 0.0127545	 0.0008767	-0.0037740	 0.0008754	 0.0011768	 0.0008750	-0.0046647	 0.0008772	 0.0042483	148614
  94.4	 0.3060926	 0.0000012	 0.0322732	 0.0000013	 0.0483933	 0.0000013	 0.0027967	 0.0000013	 0.0106637	 0.0008728	 0.0021052	 0.0008755	 0.0112650	 0.0008732	-0.0025413	 0.0008750	-0.0065612	 0.0008776	-0.0137536	 0.0008705	 0.0036227	145694
 106.2	 0.2391835	 0.0000013	 0.0297505	 0.0000013	 0.0283458	 0.0000013	-0.0005231	 0.0000013	 0.0129221	 0.0008717	-0.0047084	 0.0008724	 0.0042912	 0.0008735	-0.0029758	 0.0008708	-0.0071283	 0.0008738	-0.0160096	 0.0008703	 0.0031696	142684
 118.0	 0.1853881	 0.0000013	 0.0262195	 0.0000013	 0.0152951	 0.0000013	-0.0018233	 0.0000013	 0.0158329	 0.0008698	-0.0048681	 0.0008705	-0.0027975	 0.0008733	-0.0113481	 0.0008671	-0.0039371	 0.0008689	-0.0098996	 0.0008716	 0.0027776	139812
