4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9654689	 0.0000005	 0.0079485	 0.0000008	 0.8845583	 0.0000007	 0.0126762	 0.0000010	 0.7753971	 0.0004131	 0.0128669	 0.0006784	 0.6541148	 0.0005488	 0.0092264	 0.0007774	 0.5319165	 0.0006626	 0.0028316	 0.0008343	 0.0366730	168249
  23.6	 0.8820115	 0.0000007	 0.0124833	 0.0000010	 0.6501767	 0.0000010	 0.0093355	 0.0000012	 0.4136565	 0.0007506	-0.0043726	 0.0008610	 0.2335748	 0.0008434	-0.0172789	 0.0008812	 0.1199832	 0.0008730	-0.0219977	 0.0008880	 0.0193075	164757
  35.4	 0.7693694	 0.0000009	 0.0127584	 0.0000012	 0.4102884	 0.0000012	-0.0039412	 0.0000013	 0.1652669	 0.0008616	-0.0203665	 0.0008832	 0.0573861	 0.0008756	-0.0205622	 0.0008907	 0.0191150	 0.0008758	-0.0158919	 0.0008932	 0.0133878	161382
  47.2	 0.6436263	 0.0000010	 0.0090653	 0.0000012	 0.2260387	 0.0000013	-0.0164072	 0.0000013	 0.0545087	 0.0008746	-0.0213198	 0.0008875	 0.0128040	 0.0008752	-0.0178177	 0.0008894	-0.0027912	 0.0008790	-0.0139803	 0.0008859	 0.0101007	158071
  59.0	 0.5179541	 0.0000011	 0.0031823	 0.0000013	 0.1114289	 0.0000013	-0.0227854	 0.0000013	 0.0164431	 0.0008716	-0.0199348	 0.0008885	-0.0020838	 0.0008776	-0.0162546	 0.0008829	-0.0131228	 0.0008735	 0.0050166	 0.0008870	 0.0081065	154892
  70.8	 0.4020375	 0.0000012	-0.0040814	 0.0000013	 0.0511495	 0.0000013	-0.0234724	 0.0000013	 0.0025717	 0.0008731	-0.0214315	 0.0008828	-0.0100430	 0.0008726	 0.0003010	 0.0008837	-0.0183827	 0.0008743	 0.0135370	 0.0008817	 0.0066930	151712
  82.6	 0.3015570	 0.0000012	-0.0112345	 0.0000013	 0.0225998	 0.0000013	-0.0224483	 0.0000013	-0.0037571	 0.0008732	-0.0156669	 0.0008788	-0.0166105	 0.0008715	 0.0138908	 0.0008803	-0.0143742	 0.0008745	 0.0057117	 0.0008776	 0.0057407	148614
  94.4	 0.2185486	 0.0000013	-0.0171319	 0.0000013	 0.0084213	 0.0000013	-0.0232500	 0.0000013	-0.0103670	 0.0008682	-0.0009774	 0.0008800	-0.0172522	 0.0008701	 0.0110691	 0.0008778	-0.0081913	 0.0008740	-0.0049598	 0.0008743	 0.0050104	145694
 106.2	 0.1529760	 0.0000013	-0.0212159	 0.0000013	 0.0002078	 0.0000013	-0.0231149	 0.0000013	-0.0152942	 0.0008687	 0.0096597	 0.0008753	-0.0145986	 0.0008711	 0.0028148	 0.0008730	-0.0105278	 0.0008698	-0.0061683	 0.0008744	 0.0044934	142684
 118.0	 0.1037786	 0.0000013	-0.0243789	 0.0000013	-0.0065902	 0.0000013	-0.0201189	 0.0000013	-0.0167124	 0.0008690	 0.0120516	 0.0008712	-0.0106496	 0.0008701	-0.0043082	 0.0008703	-0.0096431	 0.0008719	-0.0058128	 0.0008685	 0.0040544	139812
 129.8	 0.0693815	 0.0000013	-0.0274548	 0.0000013	-0.0120596	 0.0000013	-0.0136064	 0.0000013	-0.0156740	 0.0008645	 0.0087684	 0.0008720	-0.0122470	 0.0008656	-0.0083059	 0.0008709	 0.0014146	 0.0008704	-0.0054897	 0.0008663	 0.0037249	136913
 141.6	 0.0471715	 0.0000013	-0.0302512	 0.0000013	-0.0165189	 0.0000013	-0.0052743	 0.0000013	-0.0139666	 0.0008647	 0.0039824	 0.0008681	-0.0119409	 0.0008650	-0.0092385	 0.0008678	 0.0028289	 0.0008681	 0.0026128	 0.0008649	 0.0034495	134048
 153.4	 0.0340950	 0.0000012	-0.0326078	 0.0000013	-0.0213649	 0.0000013	 0.0007623	 0.0000013	-0.0116597	 0.0008628	-0.0002725	 0.0008664	-0.0019243	 0.0008651	-0.0088046	 0.0008642	-0.0034812	 0.0008642	 0.0082795	 0.0008650	 0.0032083	131222
 165.2	 0.0262160	 0.0000012	-0.0343354	 0.0000013	-0.0266555	 0.0000013	 0.0032477	 0.0000012	-0.0129577	 0.0008603	-0.0042818	 0.0008655	 0.0091082	 0.0008657	-0.0067518	 0.0008602	 0.0012416	 0.0008609	 0.0041475	 0.0008651	 0.0030057	128625
