4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9632562	 0.0000005	-0.0364209	 0.0000008	 0.8764914	 0.0000007	-0.0656862	 0.0000010	 0.7585540	 0.0004156	-0.0846706	 0.0006986	 0.6267895	 0.0005511	-0.0922132	 0.0008024	 0.4935940	 0.0006651	-0.0897883	 0.0008615	 0.0392812	168249
  23.6	 0.8747890	 0.0000007	-0.0653660	 0.0000010	 0.6243206	 0.0000010	-0.0915344	 0.0000013	 0.3665333	 0.0007522	-0.0791146	 0.0008872	 0.1683124	 0.0008513	-0.0483077	 0.0008951	 0.0454495	 0.0008831	-0.0157981	 0.0008892	 0.0200174	164757
  35.4	 0.7542857	 0.0000009	-0.0835275	 0.0000012	 0.3646580	 0.0000012	-0.0790713	 0.0000013	 0.0950516	 0.0008713	-0.0318000	 0.0008894	-0.0141094	 0.0008803	 0.0083286	 0.0008891	-0.0276306	 0.0008748	 0.0301412	 0.0008933	 0.0131581	161382
  47.2	 0.6191396	 0.0000010	-0.0902527	 0.0000012	 0.1647341	 0.0000013	-0.0482078	 0.0000013	-0.0153247	 0.0008781	 0.0073259	 0.0008867	-0.0242413	 0.0008741	 0.0325996	 0.0008894	-0.0057277	 0.0008800	 0.0338683	 0.0008840	 0.0102264	158071
  59.0	 0.4834413	 0.0000011	-0.0869350	 0.0000013	 0.0414302	 0.0000013	-0.0176476	 0.0000013	-0.0299418	 0.0008704	 0.0279404	 0.0008888	-0.0061924	 0.0008784	 0.0345018	 0.0008812	-0.0123836	 0.0008840	 0.0097808	 0.0008765	 0.0085626	154892
  70.8	 0.3580960	 0.0000012	-0.0770489	 0.0000013	-0.0178710	 0.0000013	 0.0054637	 0.0000013	-0.0149524	 0.0008734	 0.0351745	 0.0008818	-0.0097730	 0.0008832	 0.0155270	 0.0008729	-0.0203066	 0.0008703	-0.0102432	 0.0008856	 0.0073878	151712
  82.6	 0.2492774	 0.0000012	-0.0634553	 0.0000013	-0.0344290	 0.0000013	 0.0215967	 0.0000013	-0.0062112	 0.0008755	 0.0305221	 0.0008759	-0.0210563	 0.0008717	-0.0064876	 0.0008801	-0.0105605	 0.0008778	-0.0127206	 0.0008742	 0.0065399	148614
  94.4	 0.1599600	 0.0000013	-0.0486386	 0.0000013	-0.0292378	 0.0000013	 0.0305970	 0.0000013	-0.0115662	 0.0008779	 0.0145617	 0.0008701	-0.0158270	 0.0008692	-0.0159932	 0.0008787	-0.0024579	 0.0008749	-0.0126419	 0.0008733	 0.0058538	145694
 106.2	 0.0904039	 0.0000013	-0.0339200	 0.0000013	-0.0177706	 0.0000013	 0.0337519	 0.0000013	-0.0206981	 0.0008710	-0.0039495	 0.0008730	-0.0090901	 0.0008724	-0.0145886	 0.0008717	 0.0100676	 0.0008750	-0.0206902	 0.0008689	 0.0052712	142684
 118.0	 0.0391473	 0.0000013	-0.0208624	 0.0000013	-0.0096143	 0.0000013	 0.0307904	 0.0000013	-0.0220878	 0.0008646	-0.0155975	 0.0008753	 0.0002412	 0.0008693	-0.0139225	 0.0008711	 0.0105827	 0.0008702	-0.0201625	 0.0008699	 0.0047546	139812
 129.8	 0.0035978	 0.0000013	-0.0092374	 0.0000013	-0.0098749	 0.0000013	 0.0219305	 0.0000013	-0.0152312	 0.0008670	-0.0177441	 0.0008692	 0.0136293	 0.0008688	-0.0208732	 0.0008674	-0.0027011	 0.0008711	-0.0051612	 0.0008656	 0.0043590	136913
 141.6	-0.0187302	 0.0000013	 0.0005477	 0.0000013	-0.0157149	 0.0000013	 0.0096154	 0.0000013	-0.0090280	 0.0008680	-0.0152026	 0.0008647	 0.0167412	 0.0008677	-0.0202898	 0.0008647	-0.0100397	 0.0008635	 0.0055556	 0.0008694	 0.0040539	134048
 153.4	-0.0306705	 0.0000013	 0.0081152	 0.0000013	-0.0211313	 0.0000013	-0.0018981	 0.0000013	-0.0025859	 0.0008636	-0.0114717	 0.0008656	 0.0057228	 0.0008674	-0.0068837	 0.0008618	-0.0006818	 0.0008631	 0.0043380	 0.0008662	 0.0038024	131222
 165.2	-0.0351976	 0.0000012	 0.0135944	 0.0000013	-0.0223433	 0.0000012	-0.0113842	 0.0000013	 0.0084868	 0.0008622	-0.0133354	 0.0008636	-0.0079913	 0.0008640	 0.0054052	 0.0008619	 0.0038301	 0.0008619	-0.0025985	 0.0008640	 0.0035600	128625
 177.0	-0.0345225	 0.0000012	 0.0178540	 0.0000013	-0.0215160	 0.0000012	-0.0178975	 0.0000012	 0.0178489	 0.0008616	-0.0185785	 0.0008605	-0.0055508	 0.0008586	 0.0106491	 0.0008639	-0.0043213	 0.0008639	-0.0030496	 0.0008587	 0.0033406	126053
 188.8	-0.0297282	 0.0000012	 0.0213726	 0.0000012	-0.0204406	 0.0000012	-0.0210993	 0.0000012	 0.0177823	 0.0008593	-0.0191221	 0.0008595	 0.0066251	 0.0008575	 0.0071098	 0.0008618	-0.0068163	 0.0008615	 0.0014994	 0.0008578	 0.0031530	123467
 200.6	-0.0223590	 0.0000012	 0.0238932	 0.0000012	-0.0211536	 0.0000012	-0.0208800	 0.0000012	 0.0103067	 0.0008587	-0.0123550	 0.0008572	 0.0066562	 0.0008555	 0.0002267	 0.0008606	 0.0019238	 0.0008580	 0.0043397	 0.0008580	 0.0029796	120870
 212.4	-0.0139778	 0.0000012	 0.0248187	 0.0000012	-0.0212814	 0.0000012	-0.0161255	 0.0000012	 0.0046679	 0.0008564	-0.0012376	 0.0008564	-0.0018299	 0.0008576	-0.0031746	 0.0008552	 0.0027810	 0.0008544	 0.0000802	 0.0008584	 0.0028105	118292
 224.2	-0.0061593	 0.0000012	 0.0238735	 0.0000012	-0.0166715	 0.0000012	-0.0086844	 0.0000012	 0.0011636	 0.0008500	 0.0085726	 0.0008596	-0.0075194	 0.0008559	 0.0003636	 0.0008537	 0.0006026	 0.0008539	-0.0063829	 0.0008557	 0.0026644	115761
 236.0	 0.0003136	 0.0000012	 0.0207940	 0.0000012	-0.0059499	 0.0000012	-0.0018891	 0.0000012	-0.0004844	 0.0008499	 0.0107256	 0.0008565	-0.0090708	 0.0008513	 0.0024758	 0.0008551	 0.0042223	 0.0008539	-0.0017957	 0.0008526	 0.0025281	113222
 247.8	 0.0045063	 0.0000012	 0.0152409	 0.0000012	 0.0070672	 0.0000012	 0.0009949	 0.0000012	 0.0005901	 0.0008500	 0.0051038	 0.0008535	-0.0030629	 0.0008510	-0.0008789	 0.0008525	 0.0037065	 0.0008531	 0.0026327	 0.0008504	 0.0024079	110804
 259.6	 0.0059580	 0.0000012	 0.0079978	 0.0000012	 0.0169180	 0.0000012	-0.0003675	 0.0000012	 0.0034200	 0.0008501	-0.0003986	 0.0008503	 0.0021613	 0.0008488	-0.0059727	 0.0008516	 0.0008513	 0.0008512	-0.0001246	 0.0008493	 0.0023046	108312
 271.4	 0.0041145	 0.0000012	-0.0000471	 0.0000012	 0.0206518	 0.0000012	-0.0044036	 0.0000012	 0.0052448	 0.0008494	 0.0006739	 0.0008481	-0.0031156	 0.0008492	-0.0068973	 0.0008482	 0.0017598	 0.0008502	-0.0017866	 0.0008473	 0.0022033	105892
 283.2	-0.0011081	 0.0000012	-0.0085370	 0.0000012	 0.0183234	 0.0000012	-0.0077341	 0.0000012	 0.0024143	 0.0008459	 0.0055290	 0.0008487	-0.0077065	 0.0008485	-0.0025825	 0.0008461	 0.0002225	 0.0008476	-0.0056427	 0.0008470	 0.0021131	103567
 295.0	-0.0088588	 0.0000012	-0.0161410	 0.0000012	 0.0133640	 0.0000012	-0.0086194	 0.0000012	-0.0004706	 0.0008455	 0.0085238	 0.0008463	-0.0047815	 0.0008479	 0.0017468	 0.0008439	 0.0023927	 0.0008464	-0.0067289	 0.0008453	 0.0020258	101248
 306.8	-0.0184236	 0.0000012	-0.0229021	 0.0000012	 0.0107358	 0.0000012	-0.0073493	 0.0000012	-0.0011039	 0.0008452	 0.0078375	 0.0008439	 0.0012238	 0.0008450	-0.0008574	 0.0008442	 0.0046080	 0.0008448	-0.0044359	 0.0008443	 0.0019364	99031
 318.6	-0.0292471	 0.0000012	-0.0277403	 0.0000012	 0.0117346	 0.0000012	-0.0064284	 0.0000012	 0.0017898	 0.0008435	 0.0038726	 0.0008430	 0.0019995	 0.0008448	-0.0044797	 0.0008416	 0.0013666	 0.0008433	-0.0024986	 0.0008431	 0.0018457	96804
 330.4	-0.0402765	 0.0000012	-0.0304390	 0.0000012	 0.0141586	 0.0000012	-0.0049435	 0.0000012	 0.0080817	 0.0008431	 0.0004179	 0.0008407	 0.0004522	 0.0008426	-0.0023514	 0.0008413	-0.0048356	 0.0008417	-0.0004819	 0.0008421	 0.0017571	94617
 342.2	-0.0507856	 0.0000012	-0.0315236	 0.0000012	 0.0151485	 0.0000012	-0.0022679	 0.0000012	 0.0120402	 0.0008394	 0.0003400	 0.0008417	-0.0042380	 0.0008402	 0.0018382	 0.0008411	-0.0040356	 0.0008403	 0.0013196	 0.0008409	 0.0016683	92414
 354.0	-0.0596918	 0.0000012	-0.0314236	 0.0000012	 0.0117538	 0.0000012	 0.0032427	 0.0000012	 0.0103335	 0.0008401	-0.0010813	 0.0008386	-0.0053689	 0.0008393	 0.0049197	 0.0008395	-0.0042384	 0.0008396	 0.0053605	 0.0008391	 0.0015865	90336
 365.8	-0.0655633	 0.0000012	-0.0306386	 0.0000012	 0.0034024	 0.0000012	 0.0083208	 0.0000012	 0.0056420	 0.0008405	-0.0005381	 0.0008359	-0.0042828	 0.0008364	 0.0033504	 0.0008400	-0.0030548	 0.0008378	 0.0079550	 0.0008385	 0.0015144	88296
 377.6	-0.0678821	 0.0000012	-0.0289649	 0.0000012	-0.0070535	 0.0000012	 0.0116466	 0.0000012	 0.0043221	 0.0008369	 0.0020290	 0.0008369	-0.0031385	 0.0008335	 0.0037463	 0.0008403	 0.0035306	 0.0008369	 0.0039294	 0.0008369	 0.0014466	86160
 389.4	-0.0662205	 0.0000012	-0.0267481	 0.0000012	-0.0168580	 0.0000012	 0.0122864	 0.0000012	 0.0101833	 0.0008356	 0.0045302	 0.0008358	-0.0019189	 0.0008338	 0.0025710	 0.0008376	 0.0026356	 0.0008362	 0.0009579	 0.0008352	 0.0013827	84101
 401.2	-0.0610718	 0.0000012	-0.0245510	 0.0000012	-0.0228537	 0.0000012	 0.0113925	 0.0000012	 0.0163496	 0.0008361	 0.0068472	 0.0008327	-0.0019746	 0.0008346	-0.0011437	 0.0008344	-0.0031964	 0.0008353	 0.0003686	 0.0008338	 0.0013248	82085
 413.0	-0.0539225	 0.0000012	-0.0218458	 0.0000012	-0.0249765	 0.0000012	 0.0102843	 0.0000012	 0.0181085	 0.0008352	 0.0079928	 0.0008312	 0.0006052	 0.0008328	-0.0030892	 0.0008340	-0.0053426	 0.0008341	-0.0010260	 0.0008327	 0.0012702	80126
 424.8	-0.0451858	 0.0000012	-0.0187983	 0.0000012	-0.0244795	 0.0000012	 0.0093259	 0.0000012	 0.0165624	 0.0008336	 0.0061700	 0.0008307	 0.0022908	 0.0008335	-0.0012953	 0.0008310	 0.0001905	 0.0008307	-0.0047690	 0.0008339	 0.0012192	78190
 436.6	-0.0361520	 0.0000012	-0.0161441	 0.0000012	-0.0230515	 0.0000012	 0.0086298	 0.0000012	 0.0142091	 0.0008309	 0.0017914	 0.0008314	-0.0011816	 0.0008307	-0.0007698	 0.0008317	 0.0048921	 0.0008300	-0.0053884	 0.0008324	 0.0011761	76289
 448.4	-0.0268302	 0.0000012	-0.0140003	 0.0000012	-0.0225709	 0.0000012	 0.0082250	 0.0000012	 0.0095989	 0.0008283	-0.0020858	 0.0008319	-0.0062022	 0.0008292	-0.0007939	 0.0008310	 0.0000626	 0.0008290	-0.0040941	 0.0008312	 0.0011370	74424
 460.2	-0.0180075	 0.0000011	-0.0122721	 0.0000012	-0.0242184	 0.0000012	 0.0082139	 0.0000012	 0.0073875	 0.0008271	-0.0014662	 0.0008310	-0.0021171	 0.0008286	 0.0017793	 0.0008295	-0.0041244	 0.0008284	 0.0009729	 0.0008297	 0.0010989	72586
 472.0	-0.0108169	 0.0000011	-0.0107742	 0.0000012	-0.0257374	 0.0000012	 0.0093486	 0.0000012	 0.0060585	 0.0008267	 0.0015488	 0.0008292	 0.0049794	 0.0008267	 0.0025391	 0.0008293	 0.0002749	 0.0008285	 0.0009650	 0.0008275	 0.0010644	70705
 483.8	-0.0054283	 0.0000011	-0.0093161	 0.0000012	-0.0251751	 0.0000012	 0.0106629	 0.0000011	 0.0044846	 0.0008262	 0.0017983	 0.0008277	 0.0052662	 0.0008265	 0.0047332	 0.0008274	 0.0010723	 0.0008263	 0.0008982	 0.0008276	 0.0010346	68867
 495.6	-0.0011583	 0.0000011	-0.0076444	 0.0000012	-0.0208679	 0.0000011	 0.0115391	 0.0000011	 0.0014309	 0.0008266	 0.0011139	 0.0008253	 0.0007375	 0.0008272	 0.0046457	 0.0008247	-0.0001746	 0.0008273	 0.0026613	 0.0008247	 0.0010095	67101
 507.4	 0.0025636	 0.0000011	-0.0057380	 0.0000011	-0.0129250	 0.0000011	 0.0105354	 0.0000011	-0.0056221	 0.0008267	 0.0027222	 0.0008232	-0.0004609	 0.0008239	 0.0015639	 0.0008260	 0.0039229	 0.0008253	 0.0039194	 0.0008246	 0.0009889	65306
 519.2	 0.0061306	 0.0000011	-0.0040307	 0.0000011	-0.0035801	 0.0000011	 0.0073848	 0.0000011	-0.0107200	 0.0008259	 0.0038900	 0.0008220	-0.0010983	 0.0008229	-0.0005166	 0.0008251	 0.0091481	 0.0008233	 0.0043985	 0.0008246	 0.0009701	63586
 531.0	 0.0098459	 0.0000011	-0.0020046	 0.0000011	 0.0053508	 0.0000011	 0.0030047	 0.0000011	-0.0091462	 0.0008237	 0.0044406	 0.0008223	-0.0028173	 0.0008216	-0.0001134	 0.0008244	 0.0082761	 0.0008226	 0.0021823	 0.0008234	 0.0009516	61858
 542.8	 0.0136019	 0.0000011	 0.0000673	 0.0000011	 0.0112824	 0.0000011	-0.0009438	 0.0000011	-0.0021863	 0.0008221	 0.0020179	 0.0008221	-0.0033091	 0.0008209	 0.0004703	 0.0008233	 0.0034458	 0.0008213	-0.0015630	 0.0008229	 0.0009355	60171
 554.6	 0.0170959	 0.0000011	 0.0017024	 0.0000011	 0.0136722	 0.0000011	-0.0030862	 0.0000011	 0.0033068	 0.0008208	-0.0002803	 0.0008215	 0.0012906	 0.0008219	-0.0004906	 0.0008204	-0.0038670	 0.0008216	-0.0053444	 0.0008207	 0.0009210	58547
 566.4	 0.0202154	 0.0000011	 0.0026902	 0.0000011	 0.0141588	 0.0000011	-0.0036634	 0.0000011	 0.0057173	 0.0008214	-0.0018523	 0.0008192	 0.0051000	 0.0008211	-0.0027735	 0.0008195	-0.0047596	 0.0008193	-0.0016071	 0.0008213	 0.0009092	56962
 578.2	 0.0227788	 0.0000011	 0.0019663	 0.0000011	 0.0137394	 0.0000011	-0.0028647	 0.0000011	 0.0048118	 0.0008210	-0.0018486	 0.0008178	 0.0048257	 0.0008204	-0.0036260	 0.0008184	-0.0017397	 0.0008198	 0.0019897	 0.0008190	 0.0008970	55328
 590.0	 0.0247094	 0.0000011	-0.0000341	 0.0000011	 0.0149215	 0.0000011	-0.0006678	 0.0000011	 0.0016334	 0.0008196	-0.0021873	 0.0008176	 0.0028359	 0.0008180	-0.0020380	 0.0008191	-0.0048140	 0.0008192	 0.0025999	 0.0008179	 0.0008843	53793
 601.8	 0.0257129	 0.0000011	-0.0025821	 0.0000011	 0.0184284	 0.0000011	 0.0022920	 0.0000011	-0.0020859	 0.0008174	-0.0034370	 0.0008181	 0.0037550	 0.0008182	 0.0016175	 0.0008173	-0.0058448	 0.0008186	 0.0023866	 0.0008169	 0.0008730	52296
