4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9697873	 0.0000005	-0.0479670	 0.0000007	 0.9003217	 0.0000007	-0.0895786	 0.0000010	 0.8071554	 0.0003904	-0.1213430	 0.0006131	 0.7029810	 0.0005152	-0.1415521	 0.0007096	 0.5967918	 0.0006216	-0.1506508	 0.0007725	 0.0332731	168249
  23.6	 0.8985006	 0.0000007	-0.0885218	 0.0000010	 0.6997580	 0.0000010	-0.1398459	 0.0000012	 0.4918280	 0.0007063	-0.1484723	 0.0008123	 0.3218464	 0.0008068	-0.1292310	 0.0008567	 0.1989416	 0.0008528	-0.0991331	 0.0008770	 0.0166186	164757
  35.4	 0.8026485	 0.0000009	-0.1181401	 0.0000011	 0.4892417	 0.0000012	-0.1473385	 0.0000013	 0.2509611	 0.0008339	-0.1134378	 0.0008671	 0.1162178	 0.0008687	-0.0695125	 0.0008846	 0.0475492	 0.0008761	-0.0372367	 0.0008903	 0.0106623	161382
  47.2	 0.6947755	 0.0000010	-0.1364892	 0.0000012	 0.3158993	 0.0000013	-0.1269904	 0.0000013	 0.1139849	 0.0008659	-0.0683276	 0.0008834	 0.0327608	 0.0008733	-0.0294225	 0.0008900	 0.0001902	 0.0008805	-0.0139818	 0.0008845	 0.0075887	158071
  59.0	 0.5850459	 0.0000011	-0.1436759	 0.0000012	 0.1928348	 0.0000013	-0.0957094	 0.0000013	 0.0451419	 0.0008696	-0.0358740	 0.0008881	-0.0004053	 0.0008772	-0.0137395	 0.0008833	-0.0161427	 0.0008848	-0.0136515	 0.0008756	 0.0058085	154892
  70.8	 0.4807772	 0.0000012	-0.1408822	 0.0000012	 0.1123393	 0.0000013	-0.0667610	 0.0000013	 0.0103358	 0.0008684	-0.0190938	 0.0008875	-0.0157404	 0.0008832	-0.0141027	 0.0008728	-0.0230060	 0.0008765	-0.0101175	 0.0008794	 0.0047171	151712
  82.6	 0.3876000	 0.0000012	-0.1315647	 0.0000013	 0.0609517	 0.0000013	-0.0447820	 0.0000013	-0.0083300	 0.0008734	-0.0140872	 0.0008786	-0.0235380	 0.0008758	-0.0132502	 0.0008758	-0.0245356	 0.0008750	 0.0025618	 0.0008767	 0.0040134	148614
  94.4	 0.3072827	 0.0000012	-0.1177218	 0.0000013	 0.0273072	 0.0000013	-0.0289260	 0.0000013	-0.0192714	 0.0008760	-0.0156742	 0.0008718	-0.0268953	 0.0008733	-0.0032723	 0.0008744	-0.0168454	 0.0008741	 0.0122904	 0.0008739	 0.0034817	145694
 106.2	 0.2404421	 0.0000012	-0.1023361	 0.0000013	 0.0043092	 0.0000013	-0.0184707	 0.0000013	-0.0249866	 0.0008720	-0.0159385	 0.0008715	-0.0264968	 0.0008722	 0.0073180	 0.0008715	-0.0047179	 0.0008689	 0.0107699	 0.0008753	 0.0030690	142684
 118.0	 0.1861320	 0.0000012	-0.0868916	 0.0000013	-0.0105690	 0.0000013	-0.0130802	 0.0000013	-0.0272684	 0.0008712	-0.0091571	 0.0008686	-0.0217094	 0.0008714	 0.0118300	 0.0008686	-0.0016789	 0.0008708	 0.0058142	 0.0008697	 0.0027230	139812
 129.8	 0.1427861	 0.0000012	-0.0726030	 0.0000013	-0.0197701	 0.0000013	-0.0117436	 0.0000013	-0.0284841	 0.0008695	 0.0006825	 0.0008665	-0.0123986	 0.0008679	 0.0146691	 0.0008685	 0.0005828	 0.0008697	 0.0020701	 0.0008670	 0.0024132	136913
