4608	# No of dislocations in the cell
800000	# Np of point-pairs
  3200	# Square
 2	 0	 0	# diffraction vector, g:
 1	-1	-2	# line vector, l:
0.202470	0.202470	0.000000	# Burgers vector, b in [nm] 
0.266310	# C_factor/ nu = 0.345000
0.404940	# lattice parameter, [nm]
L	cos_AL	err_Cos	sin_AL	err_Sin	Cos_2AL	err_Cos_2AL	Sin_2AL	err_Sin_2AL	Cos_3AL	err_Cos_3AL	Sin_3AL	err_Sin_3AL	Cos_4AL	err_Cos_4AL	Sin_4AL	err_Sin_4AL	Cos_5AL	err_Cos_5AL	Sin_5AL	err_Sin_5AL	<eps^2>	bad_points
  11.8	 0.9700775	 0.0000005	 0.0123776	 0.0000007	 0.9006466	 0.0000007	 0.0244262	 0.0000010	 0.8067887	 0.0003755	 0.0348458	 0.0006401	 0.7004629	 0.0004929	 0.0427446	 0.0007486	 0.5891310	 0.0005983	 0.0475886	 0.0008197	 0.0346048	168249
  23.6	 0.8990886	 0.0000007	 0.0218574	 0.0000010	 0.6966938	 0.0000010	 0.0386520	 0.0000012	 0.4756628	 0.0006868	 0.0443043	 0.0008621	 0.2854569	 0.0007982	 0.0378777	 0.0008981	 0.1441169	 0.0008514	 0.0238926	 0.0009032	 0.0171160	164757
  35.4	 0.8018658	 0.0000009	 0.0280336	 0.0000011	 0.4720489	 0.0000012	 0.0395289	 0.0000013	 0.2044120	 0.0008298	 0.0274043	 0.0009004	 0.0510426	 0.0008712	 0.0057765	 0.0008959	-0.0165311	 0.0008823	-0.0100833	 0.0008871	 0.0107010	161382
  47.2	 0.6900718	 0.0000010	 0.0304142	 0.0000012	 0.2775830	 0.0000012	 0.0286430	 0.0000013	 0.0494825	 0.0008692	 0.0022643	 0.0008936	-0.0265815	 0.0008824	-0.0140836	 0.0008819	-0.0368562	 0.0008928	-0.0131480	 0.0008708	 0.0074204	158071
  59.0	 0.5731481	 0.0000011	 0.0293583	 0.0000013	 0.1355747	 0.0000013	 0.0114422	 0.0000013	-0.0160074	 0.0008775	-0.0149829	 0.0008828	-0.0371667	 0.0008896	-0.0141789	 0.0008696	-0.0230158	 0.0008853	-0.0049572	 0.0008749	 0.0057095	154892
  70.8	 0.4586841	 0.0000012	 0.0253703	 0.0000013	 0.0458213	 0.0000013	-0.0051626	 0.0000013	-0.0352871	 0.0008835	-0.0183302	 0.0008715	-0.0266873	 0.0008835	-0.0059455	 0.0008722	-0.0063751	 0.0008749	-0.0010320	 0.0008815	 0.0046607	151712
  82.6	 0.3526032	 0.0000012	 0.0192010	 0.0000013	-0.0022361	 0.0000013	-0.0168588	 0.0000013	-0.0341898	 0.0008844	-0.0122729	 0.0008666	-0.0113905	 0.0008765	-0.0001093	 0.0008756	 0.0119119	 0.0008752	-0.0063852	 0.0008769	 0.0039414	148614
  94.4	 0.2595262	 0.0000012	 0.0107924	 0.0000013	-0.0237776	 0.0000013	-0.0206320	 0.0000013	-0.0236771	 0.0008782	-0.0036010	 0.0008696	 0.0031651	 0.0008706	-0.0003805	 0.0008777	 0.0229845	 0.0008763	-0.0110305	 0.0008715	 0.0034588	145694
 106.2	 0.1814627	 0.0000012	 0.0010451	 0.0000013	-0.0307803	 0.0000013	-0.0173074	 0.0000013	-0.0097678	 0.0008736	 0.0021458	 0.0008707	 0.0174023	 0.0008726	-0.0046366	 0.0008714	 0.0166505	 0.0008713	-0.0095893	 0.0008727	 0.0030933	142684
 118.0	 0.1191889	 0.0000013	-0.0090959	 0.0000013	-0.0296495	 0.0000013	-0.0096206	 0.0000013	 0.0026710	 0.0008676	 0.0030054	 0.0008729	 0.0240041	 0.0008741	-0.0065176	 0.0008658	 0.0079942	 0.0008700	-0.0065741	 0.0008704	 0.0027585	139812
 129.8	 0.0722738	 0.0000013	-0.0184392	 0.0000013	-0.0238150	 0.0000013	-0.0009491	 0.0000013	 0.0115382	 0.0008656	-0.0005076	 0.0008710	 0.0202550	 0.0008674	-0.0045872	 0.0008690	 0.0031297	 0.0008685	-0.0049532	 0.0008682	 0.0024397	136913
 141.6	 0.0384540	 0.0000013	-0.0259752	 0.0000013	-0.0159637	 0.0000013	 0.0057132	 0.0000013	 0.0181531	 0.0008679	-0.0066796	 0.0008648	 0.0114681	 0.0008680	-0.0003592	 0.0008649	-0.0035253	 0.0008669	-0.0024549	 0.0008660	 0.0021732	134048
 153.4	 0.0154224	 0.0000013	-0.0311091	 0.0000013	-0.0080233	 0.0000013	 0.0095790	 0.0000013	 0.0218924	 0.0008683	-0.0102465	 0.0008605	 0.0040583	 0.0008644	 0.0005102	 0.0008649	-0.0027281	 0.0008670	-0.0049935	 0.0008622	 0.0019357	131222
 165.2	 0.0014407	 0.0000013	-0.0337501	 0.0000013	-0.0009774	 0.0000013	 0.0104598	 0.0000013	 0.0215248	 0.0008641	-0.0084861	 0.0008614	-0.0045656	 0.0008610	 0.0002724	 0.0008649	 0.0024957	 0.0008626	-0.0152217	 0.0008632	 0.0017262	128625
 177.0	-0.0054183	 0.0000012	-0.0337073	 0.0000012	 0.0040529	 0.0000012	 0.0078882	 0.0000013	 0.0179082	 0.0008610	-0.0029332	 0.0008614	-0.0083390	 0.0008611	-0.0008372	 0.0008615	 0.0065303	 0.0008604	-0.0151582	 0.0008621	 0.0015587	126053
 188.8	-0.0072087	 0.0000012	-0.0324995	 0.0000012	 0.0079526	 0.0000012	 0.0030443	 0.0000012	 0.0142557	 0.0008598	 0.0029390	 0.0008594	-0.0036526	 0.0008605	-0.0024449	 0.0008588	 0.0048810	 0.0008606	-0.0063200	 0.0008587	 0.0014225	123467
 200.6	-0.0054832	 0.0000012	-0.0295871	 0.0000012	 0.0108305	 0.0000012	-0.0031509	 0.0000012	 0.0057979	 0.0008595	 0.0064513	 0.0008565	 0.0028381	 0.0008588	-0.0060847	 0.0008572	 0.0032329	 0.0008562	-0.0023607	 0.0008599	 0.0013145	120870
 212.4	-0.0012306	 0.0000012	-0.0253627	 0.0000012	 0.0138265	 0.0000012	-0.0094701	 0.0000012	-0.0058083	 0.0008565	 0.0061096	 0.0008563	 0.0056634	 0.0008542	-0.0095545	 0.0008585	 0.0027072	 0.0008558	-0.0016138	 0.0008570	 0.0012198	118292
 224.2	 0.0038835	 0.0000012	-0.0208618	 0.0000012	 0.0172732	 0.0000012	-0.0129037	 0.0000012	-0.0170667	 0.0008542	 0.0035349	 0.0008552	 0.0017385	 0.0008538	-0.0108768	 0.0008558	 0.0004859	 0.0008562	 0.0033684	 0.0008535	 0.0011322	115761
 236.0	 0.0085817	 0.0000012	-0.0163023	 0.0000012	 0.0201502	 0.0000012	-0.0129821	 0.0000012	-0.0228078	 0.0008517	 0.0018188	 0.0008544	-0.0000385	 0.0008537	-0.0090772	 0.0008527	 0.0010783	 0.0008522	 0.0050447	 0.0008543	 0.0010595	113222
